,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform,final_address_floor_unit
0,47A STUBBS RD|47A 司徒拔道,12,B,1997-05-27,+F/R+RFCPS 17 ,blank,"+F/R+RFCPS 17 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_12_B
1334,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",8,2,2007-05-25,GFA INCL BW:63 SFCPS 20 ON P1/F ,blank,"GFA INCL BW:63 SFCPS 20 ON P1/F ,blank",63,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_8_2"
1336,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",14,1,2007-05-26,GFA INCL BW:63 SFCPS 4 ON CPP3/F ,blank,"GFA INCL BW:63 SFCPS 4 ON CPP3/F ,blank",63,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_14_1"
1339,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",43,A,2007-05-29,+A/C RM:71 SFCPS 4445 ON 5/F ,blank,"+A/C RM:71 SFCPS 4445 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,71,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_43_A"
1341,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",12,2,1993-02-19,CPS 142BELOW MARKET VALUE ,blank,"CPS 142BELOW MARKET VALUE ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,True,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_12_2"
1343,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",46,A,2007-06-13,+A/C RM:71 SFCPS 1920 ON 5/F ,blank,"+A/C RM:71 SFCPS 1920 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,71,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_46_A"
1344,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道",8,B,2007-02-28,CPS 14 ,blank,"CPS 14 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道_8_B"
1345,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道",9,B,2007-02-28,CPS 1 ,blank,"CPS 1 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道_9_B"
1347,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",19,1,2007-06-13,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_19_1"
1348,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",19,1,2007-06-28,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_19_1"
1349,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",18,1,2007-06-27,CPS 20 ON CPL3/F ,blank,"CPS 20 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_18_1"
1350,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",50,B,2007-06-18,CPS 2324 ON 5/F ,blank,"CPS 2324 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_50_B"
1351,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",14,1,2007-06-29,CPS 230 ,blank,"CPS 230 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_14_1"
1352,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",6,1,2007-07-04,CPS 1 ON CPL1/F ,blank,"CPS 1 ON CPL1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_6_1"
1353,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",4,2,2007-06-14,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_4_2"
1356,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",51,A & B,2007-06-25,CPS 2447-49 ON 2/F ,blank,"CPS 2447-49 ON 2/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_51_A & B"
1357,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",47,A,2007-07-09,CPS 1516 ON 5/F ,blank,"CPS 1516 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_47_A"
1359,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",18,1,2007-07-11,CPS 20 ON CPL3/F ,blank,"CPS 20 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_18_1"
1361,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",4,2,2007-07-06,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_4_2"
1362,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",15,2,2007-07-20,GFA INCL BW:63 SFCPS 13 ON CPL2/F ,blank,"GFA INCL BW:63 SFCPS 13 ON CPL2/F ,blank",63,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_15_2"
1365,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",39,B,2007-07-19,CPS 45 ON 4/F ,blank,"CPS 45 ON 4/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_39_B"
1368,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",14,2,2007-08-01,CPS G142 ON G/F ,blank,"CPS G142 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_14_2"
1372,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道",1,2,2007-07-19,CPS 126 ON 1/F ,blank,"CPS 126 ON 1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道_1_2"
1374,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",53,B,2007-08-06,CPS 4041 ON 6/F ,blank,"CPS 4041 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_53_B"
1375,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",53,A,2007-08-06,CPS 4748 ON 6/F ,blank,"CPS 4748 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_53_A"
1379,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",49,A,2007-08-02,CPS 67 ON 5/F ,blank,"CPS 67 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_49_A"
1381,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道",G,B,2007-07-26,GFA INCL BW:9 SF+F/R:93 SF+GDN:4948 SFCPS 31 ,blank,"GFA INCL BW:9 SF+F/R:93 SF+GDN:4948 SFCPS 31 ,blank",9,False,,False,93,,False,,False,,,False,,False,4948,False,,False,,False,True,False,False,93,,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道_G_B"
1384,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道",1,2,2007-08-08,CPS 126 ON 1/F ,blank,"CPS 126 ON 1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道_1_2"
1385,47A STUBBS RD|47A 司徒拔道,4,A,2007-04-24,CPS 36 ON LG/F ,blank,"CPS 36 ON LG/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_4_A
1390,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",54,A,2007-09-14,CPS 3132 ON 6/F ,blank,"CPS 3132 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_54_A"
1400,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",2,A3,2007-10-18,CPS A2 ,blank,"CPS A2 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_2_A3"
1402,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",6,2,2007-10-22,CPS 22 ON CPL3/F ,blank,"CPS 22 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_6_2"
1403,47A STUBBS RD|47A 司徒拔道,2,A,2007-10-10,CPS 35 ,blank,"CPS 35 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_2_A
1404,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",12,2,2007-10-04,CPS 59142 ,blank,"CPS 59142 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_12_2"
1406,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道",11,B,2007-10-15,CPS 21 ,blank,"CPS 21 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道_11_B"
1408,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",14,2,2007-10-24,CPS 326 ,blank,"CPS 326 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_14_2"
1412,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",6,2,2007-11-01,CPS 22 ON CPL3/F ,blank,"CPS 22 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_6_2"
1413,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",55,A,2007-11-09,CPS 2728 ON 6/F ,blank,"CPS 2728 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_55_A"
1414,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",14,2,2007-11-05,CPS 326 ,blank,"CPS 326 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_14_2"
1415,47A STUBBS RD|47A 司徒拔道,2,A,2007-11-02,CPS 35 ,blank,"CPS 35 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_2_A
1418,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",7,1,2007-11-13,CPS 139 ON 1/FCPS C113 ON G/F ,blank,"CPS 139 ON 1/FCPS C113 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_7_1"
1419,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",19,2,2007-11-12,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_19_2"
1421,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",28,1,2007-10-12,GFA INCL BW:63 SFCPS 15 ON CPL1/FCPS 28 ON CPL2/F ,blank,"GFA INCL BW:63 SFCPS 15 ON CPL1/FCPS 28 ON CPL2/F ,blank",63,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_28_1"
1422,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",3,1,2007-10-18,CPS 118178 ,blank,"CPS 118178 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_3_1"
1423,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",4,1,2007-11-08,CPS 181 ,blank,"CPS 181 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_4_1"
1427,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",1,2,2007-11-14,CPS 149 ,blank,"CPS 149 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_1_2"
1428,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",2,1,2007-11-07,CPS G120 ON G/F ,blank,"CPS G120 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_2_1"
1429,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",3,B,2007-10-22,+BW:47 SF ,blank,"+BW:47 SF ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_3_B"
1430,"EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道",2,B1,2007-11-27,CPS 217 ON 2/F ,blank,"CPS 217 ON 2/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道_2_B1"
1432,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",19,1,2007-11-07,CPS 128 ON 1/F ,blank,"CPS 128 ON 1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_19_1"
1433,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",4,2,2007-11-21,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_4_2"
1434,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",2,1,2007-11-28,CPS G120 ON G/F ,blank,"CPS G120 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_2_1"
1436,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",4,2,2007-11-28,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_4_2"
1439,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道",7,B,2007-12-03,GFA INCL BW:55 SFAREA INCL BAL:40 SFCPS 5556 ,blank,"GFA INCL BW:55 SFAREA INCL BAL:40 SFCPS 5556 ,blank",55,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道_7_B"
1440,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",44,A,2007-12-11,+A/C RM:71 SFCPS 2728 ON 5/F ,blank,"+A/C RM:71 SFCPS 2728 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,71,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_44_A"
1445,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",3,B,2007-12-24,+BW:47 SF ,blank,"+BW:47 SF ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_3_B"
1448,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",3,1,2008-01-04,CPS 118178 ,blank,"CPS 118178 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_3_1"
1451,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",66,A & B,2008-01-28,CPS 3 ON 5/FCPS 15-18 ON 7/F ,blank,"CPS 3 ON 5/FCPS 15-18 ON 7/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_66_A & B"
1452,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",56,A,2008-01-16,CPS 2324 ON 6/F ,blank,"CPS 2324 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_56_A"
1453,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",56,A,2008-01-30,CPS 2324 ON 6/F ,blank,"CPS 2324 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_56_A"
1454,"VIVIAN COURT,MOUNT KELLETT RD|瑞燕大廈,加列山道",G,C,2008-02-01,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VIVIAN COURT,MOUNT KELLETT RD|瑞燕大廈,加列山道_G_C"
1455,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",24,1,2008-01-31,GFA INCL BW:63 SFCPS 3030A ON CP1/F ,blank,"GFA INCL BW:63 SFCPS 3030A ON CP1/F ,blank",63,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_24_1"
1458,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道",2,B,2008-01-31,GFA INCL BW:55 SFAREA INCL BAL:40 SFCPS 40 ,blank,"GFA INCL BW:55 SFAREA INCL BAL:40 SFCPS 40 ,blank",55,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道_2_B"
1459,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",7,B,2008-02-06,+BW:47 SFCPS 14 ,blank,"+BW:47 SFCPS 14 ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_7_B"
1460,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道",5,B,2008-02-14,CPS 20 ,blank,"CPS 20 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道_5_B"
1461,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",11,2,2008-03-03,CPS 77 ,blank,"CPS 77 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_11_2"
1462,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",11,2,2008-02-18,CPS 77 ,blank,"CPS 77 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_11_2"
1463,"VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道",2,1,2008-03-20,CPS 10 ,blank,"CPS 10 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道_2_1"
1465,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",55,B,2008-04-25,CPS 2930 ON 6/F ,blank,"CPS 2930 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_55_B"
1467,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",3,1,2008-04-20,CPS 275 ,blank,"CPS 275 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_3_1"
1468,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",3,1,2008-04-25,CPS 275 ,blank,"CPS 275 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_3_1"
1469,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道",11,1,2008-06-04,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道_11_1"
1473,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",8,B,2008-06-23,+BW:47 SFCPS 27 ,blank,"+BW:47 SFCPS 27 ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_8_B"
1474,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",8,A,2008-06-23,+BW:47 SFCPS 26 ,blank,"+BW:47 SFCPS 26 ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_8_A"
1477,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",27,B,2008-07-21,CPS 67 ON 3/F ,blank,"CPS 67 ON 3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_27_B"
1478,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",58,A,2008-07-30,CPS 1920 ON 6/F ,blank,"CPS 1920 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_58_A"
1480,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",17,2,2008-08-25,CPS 296 ,blank,"CPS 296 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_17_2"
1495,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道",14,2,2008-10-30,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道_14_2"
1496,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",16,2,2008-10-29,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_16_2"
1497,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",16,2,2008-11-10,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_16_2"
