,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
16220,19052401230185,ASP,2019-05-06,RES,blank,1966/12,3.75,0,503,0,7455,PORTION OF F/R ABOVE LG/F                                                                                ,blank,5551431,19052401230185,B,,blank,blank,blank,blank,blank,blank,VILLAGE RD,山村道,58,blank,HHV,IL2551sB,||Phase |Block ,山村道|Phase|Block,山村道|Phase|Block|G|B,跑馬地/黃泥涌,1966,54,blankblank,58 VILLAGE RD|山村道,58 VILLAGE RD,58 山村道,58 山村道,58 VILLAGE RD,58 VILLAGE RD|山村道,VILLAGE RDblankblankblank|Phaseblank|Blockblank|G|Bconsid3.75,G,近乎零,高層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16200,19051601240030,ASP,2019-04-30,RES,blank,1991/11,11.7,788,632,14848,18513,blank,BW:28 SF (GI/NE) / ,5544707,19051601240030,D,10.0,blank,blank,MALIBU GDN,名仕花園,blank,blank,TSUI MAN ST,聚文街,3,blank,HHV,IL7649 / IL7650 /,|MALIBU GDN名仕花園|Phase |Block ,聚文街MALIBU GDN名仕花園|Phase|Block,聚文街MALIBU GDN名仕花園|Phase|Block|10|D,跑馬地/黃泥涌,1991,29,MALIBU GDN名仕花園,3 TSUI MAN ST|聚文街,3 TSUI MAN ST,3 聚文街,"名仕花園,聚文街","MALIBU GDN,TSUI MAN ST","MALIBU GDN,TSUI MAN ST|名仕花園,聚文街",TSUI MAN STblankMALIBU GDN名仕花園|Phaseblank|Blockblank|10|Dconsid11.7,10,低,低層,西南,四正,有,單位實用四正 交通方便 配套完善
16379,19102901390078,ASP,2019-10-17,RES,blank,1975/06,11.8,915,710,12896,16620,+FR                                                                             ,blank,5633090,19102901390078,A,1.0,blank,blank,CHUN HING MANS,珍慶樓,blank,blank,KING KWONG ST,景光街,19,21,HHV,IL8095RP,|CHUN HING MANS珍慶樓|Phase |Block ,景光街CHUN HING MANS珍慶樓|Phase|Block,景光街CHUN HING MANS珍慶樓|Phase|Block|1|A,跑馬地/黃泥涌,1975,45,CHUN HING MANS珍慶樓,19-21 KING KWONG ST|景光街,19-21 KING KWONG ST,19-21 景光街,"珍慶樓,景光街","CHUN HING MANS,KING KWONG ST","CHUN HING MANS,KING KWONG ST|珍慶樓,景光街",KING KWONG STblankCHUN HING MANS珍慶樓|Phaseblank|Blockblank|1|Aconsid11.8,1,中,中層,西,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16100,19032802180030,ASP,2019-03-19,RES,blank,1989/07,11.8,722,531,16343,22222,blank,RF:424 SF / ,5517302,19032802180030,A,26.0,blank,blank,MAJESTIC COURT,帝華閣,blank,blank,TSUI MAN ST,聚文街,8,blank,HHV,IL7655 / IL7656 / IL7657,|MAJESTIC COURT帝華閣|Phase |Block ,聚文街MAJESTIC COURT帝華閣|Phase|Block,聚文街MAJESTIC COURT帝華閣|Phase|Block|26|A,跑馬地/黃泥涌,1989,31,MAJESTIC COURT帝華閣,8 TSUI MAN ST|聚文街,8 TSUI MAN ST,8 聚文街,"帝華閣,聚文街","MAJESTIC COURT,TSUI MAN ST","MAJESTIC COURT,TSUI MAN ST|帝華閣,聚文街",TSUI MAN STblankMAJESTIC COURT帝華閣|Phaseblank|Blockblank|26|Aconsid11.8,26,低,中層,東,沒資料,良好,單位實用四正 交通方便 配套完善
16447,20011700330031,ASP,2020-01-08,RES,blank,1997/08,11.8,0,475,0,24842,blank,BW:19 SF (NE) / ,5664008,20011700330031,A,7.0,blank,blank,FORTUNA COURT,永光苑,blank,blank,WONG NAI CHUNG RD,黃泥涌道,1,blank,HHV,IL8768 / IL8769 /,|FORTUNA COURT永光苑|Phase |Block ,黃泥涌道FORTUNA COURT永光苑|Phase|Block,黃泥涌道FORTUNA COURT永光苑|Phase|Block|7|A,跑馬地/黃泥涌,1997,23,FORTUNA COURT永光苑,1 WONG NAI CHUNG RD|黃泥涌道,1 WONG NAI CHUNG RD,1 黃泥涌道,"永光苑,黃泥涌道","FORTUNA COURT,WONG NAI CHUNG RD","FORTUNA COURT,WONG NAI CHUNG RD|永光苑,黃泥涌道",WONG NAI CHUNG RDblankFORTUNA COURT永光苑|Phaseblank|Blockblank|7|Aconsid11.8,7,很低,高層,西南,呂字型,良好,單位實用四正 交通方便 配套完善
16151,19042300430032,ASP,2019-04-03,RES,blank,1958/02,11.8,0,817,0,14443,blank,blank,5529921,19042300430032,E,7.0,blank,blank,EMPIRE COURT,蟾宮大廈,blank,blank,HYSAN AVE,希慎道,2,4,HHV,IL29sU,|EMPIRE COURT蟾宮大廈|Phase |Block ,希慎道EMPIRE COURT蟾宮大廈|Phase|Block,希慎道EMPIRE COURT蟾宮大廈|Phase|Block|7|E,跑馬地/黃泥涌,1958,62,EMPIRE COURT蟾宮大廈,2-4 HYSAN AVE|希慎道,2-4 HYSAN AVE,2-4 希慎道,"蟾宮大廈,希慎道","EMPIRE COURT,HYSAN AVE","EMPIRE COURT,HYSAN AVE|蟾宮大廈,希慎道",HYSAN AVEblankEMPIRE COURT蟾宮大廈|Phaseblank|Blockblank|7|Econsid11.8,7,高,高層,西,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16364,19101401180010,ASP,2019-10-04,RES,blank,1989/04,11.98,790,699,15165,17139,blank,blank,5625252,19101401180010,A,12.0,1,blank,blank,blank,SHERWOOD COURT,誠和閣,KWAI SING LANE,桂成里,18,blank,HHV,IL8601,SHERWOOD COURT||Phase |Block 1,桂成里SHERWOOD COURT|Phase|Block1,桂成里SHERWOOD COURT|Phase|Block1|12|A,跑馬地/黃泥涌,1989,31,blankblank,18 KWAI SING LANE|桂成里,18 KWAI SING LANE,18 桂成里,"誠和閣1座,桂成里","SHERWOOD COURT(BLOCK 1),KWAI SING LANE","SHERWOOD COURT(Block 1),KWAI SING LANE|誠和閣1座,桂成里",KWAI SING LANESHERWOOD COURTblankblank|Phaseblank|Block1|12|Aconsid11.98,12,低,中層,東北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16474,20022500030016,ASP,2020-02-11,RES,blank,1975/01,12.0,0,745,0,16107,blank,blank,5678090,20022500030016,B,16.0,blank,blank,FRIENDSHIP COURT,友誼大廈,blank,blank,BLUE POOL RD,藍塘道,12,22,HHV,IL8707,|FRIENDSHIP COURT友誼大廈|Phase |Block ,藍塘道FRIENDSHIP COURT友誼大廈|Phase|Block,藍塘道FRIENDSHIP COURT友誼大廈|Phase|Block|16|B,跑馬地/黃泥涌,1975,45,FRIENDSHIP COURT友誼大廈,12-22 BLUE POOL RD|藍塘道,12-22 BLUE POOL RD,12-22 藍塘道,"友誼大廈,藍塘道","FRIENDSHIP COURT,BLUE POOL RD","FRIENDSHIP COURT,BLUE POOL RD|友誼大廈,藍塘道",BLUE POOL RDblankFRIENDSHIP COURT友誼大廈|Phaseblank|Blockblank|16|Bconsid12.0,16,中,高層,西北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16294,19071502140026,ASP,2019-06-21,RES,blank,1976/03,12.0,0,611,0,19640,blank,blank,5581422,19071502140026,D,6.0,blank,blank,SHAN KWONG TOWERS,山光苑,blank,blank,SHAN KWONG RD,山光道,24,blank,HHV,IL4960,|SHAN KWONG TOWERS山光苑|Phase |Block ,山光道SHAN KWONG TOWERS山光苑|Phase|Block,山光道SHAN KWONG TOWERS山光苑|Phase|Block|6|D,跑馬地/黃泥涌,1976,44,SHAN KWONG TOWERS山光苑,24 SHAN KWONG RD|山光道,24 SHAN KWONG RD,24 山光道,"山光苑,山光道","SHAN KWONG TOWERS,SHAN KWONG RD","SHAN KWONG TOWERS,SHAN KWONG RD|山光苑,山光道",SHAN KWONG RDblankSHAN KWONG TOWERS山光苑|Phaseblank|Blockblank|6|Dconsid12.0,6,近乎零,中層,北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16299,19071902070053,ASP,2019-07-11,RES,CP,1976/03,12.28,0,611,0,20098,blank,blank,5584346,19071902070053,D,5.0,blank,blank,SHAN KWONG TOWERS,山光苑,blank,blank,SHAN KWONG RD,山光道,24,blank,HHV,IL4960,|SHAN KWONG TOWERS山光苑|Phase |Block ,山光道SHAN KWONG TOWERS山光苑|Phase|Block,山光道SHAN KWONG TOWERS山光苑|Phase|Block|5|D,跑馬地/黃泥涌,1976,44,SHAN KWONG TOWERS山光苑,24 SHAN KWONG RD|山光道,24 SHAN KWONG RD,24 山光道,"山光苑,山光道","SHAN KWONG TOWERS,SHAN KWONG RD","SHAN KWONG TOWERS,SHAN KWONG RD|山光苑,山光道",SHAN KWONG RDblankSHAN KWONG TOWERS山光苑|Phaseblank|Blockblank|5|Dconsid12.28,5,近乎零,中層,西,沒資料,基本,單位實用四正 交通方便 配套完善
16542,20052801660023,ASP,2020-05-22,RES,blank,1989/06,12.438,827,641,15040,19404,blank,BW:66 SF (GU/NU) / ,5713864,20052801660023,D,5.0,blank,blank,JADE TERR,華翠臺,blank,blank,LINK RD,連道,3,blank,HHV,IL1946sAss1sA /,|JADE TERR華翠臺|Phase |Block ,連道JADE TERR華翠臺|Phase|Block,連道JADE TERR華翠臺|Phase|Block|5|D,跑馬地/黃泥涌,1989,31,JADE TERR華翠臺,3 LINK RD|連道,3 LINK RD,3 連道,"華翠臺,連道","JADE TERR,LINK RD","JADE TERR,LINK RD|華翠臺,連道",LINK RDblankJADE TERR華翠臺|Phaseblank|Blockblank|5|Dconsid12.438,5,低,中層,東南,呂字型,良好,單位實用四正 交通方便 配套完善
16324,19082101620424,ASP,2019-08-12,RES,blank,1958/02,12.5,0,800,0,15625,blank,blank,5602210,19082101620424,C,15.0,blank,blank,EMPIRE COURT,蟾宮大廈,blank,blank,HYSAN AVE,希慎道,2,4,HHV,IL29sU,|EMPIRE COURT蟾宮大廈|Phase |Block ,希慎道EMPIRE COURT蟾宮大廈|Phase|Block,希慎道EMPIRE COURT蟾宮大廈|Phase|Block|15|C,跑馬地/黃泥涌,1958,62,EMPIRE COURT蟾宮大廈,2-4 HYSAN AVE|希慎道,2-4 HYSAN AVE,2-4 希慎道,"蟾宮大廈,希慎道","EMPIRE COURT,HYSAN AVE","EMPIRE COURT,HYSAN AVE|蟾宮大廈,希慎道",HYSAN AVEblankEMPIRE COURT蟾宮大廈|Phaseblank|Blockblank|15|Cconsid12.5,15,高,高層,西,呂字型,基本,單位實用四正 交通方便 配套完善
16253,19061201250011,ASP,2019-05-16,RES,blank,1976/03,12.5,0,623,0,20064,blank,blank,5563739,19061201250011,J,7.0,blank,blank,SHAN KWONG TOWERS,山光苑,blank,blank,SHAN KWONG RD,山光道,24,blank,HHV,IL4960,|SHAN KWONG TOWERS山光苑|Phase |Block ,山光道SHAN KWONG TOWERS山光苑|Phase|Block,山光道SHAN KWONG TOWERS山光苑|Phase|Block|7|J,跑馬地/黃泥涌,1976,44,SHAN KWONG TOWERS山光苑,24 SHAN KWONG RD|山光道,24 SHAN KWONG RD,24 山光道,"山光苑,山光道","SHAN KWONG TOWERS,SHAN KWONG RD","SHAN KWONG TOWERS,SHAN KWONG RD|山光苑,山光道",SHAN KWONG RDblankSHAN KWONG TOWERS山光苑|Phaseblank|Blockblank|7|Jconsid12.5,7,近乎零,高層,西南,四正,良好,單位實用四正 交通方便 配套完善
16295,19071600700012,ASP,2019-06-18,RES,blank,1995/09,12.5,835,642,14970,19470,blank,blank,5581747,19071600700012,A,26.0,blank,blank,VILLAGE GDN,慧莉苑,blank,blank,VILLAGE RD,山村道,17,blank,HHV,IL8830,|VILLAGE GDN慧莉苑|Phase |Block ,山村道VILLAGE GDN慧莉苑|Phase|Block,山村道VILLAGE GDN慧莉苑|Phase|Block|26|A,跑馬地/黃泥涌,1995,25,VILLAGE GDN慧莉苑,17 VILLAGE RD|山村道,17 VILLAGE RD,17 山村道,"慧莉苑,山村道","VILLAGE GDN,VILLAGE RD","VILLAGE GDN,VILLAGE RD|慧莉苑,山村道",VILLAGE RDblankVILLAGE GDN慧莉苑|Phaseblank|Blockblank|26|Aconsid12.5,26,低,中層,西,沒資料,基本,單位實用四正 交通方便 配套完善
16426,19122002300012,ASP,2019-12-09,RES,blank,1975/10,12.6,635,515,19843,24466,blank,blank,5655449,19122002300012,A,9.0,blank,blank,AMIGO MANS,雅谷大廈,blank,blank,WONG NAI CHUNG RD,黃泥涌道,79A,blank,HHV,IL8372,|AMIGO MANS雅谷大廈|Phase |Block ,黃泥涌道AMIGO MANS雅谷大廈|Phase|Block,黃泥涌道AMIGO MANS雅谷大廈|Phase|Block|9|A,跑馬地/黃泥涌,1975,45,AMIGO MANS雅谷大廈,79A WONG NAI CHUNG RD|黃泥涌道,79A WONG NAI CHUNG RD,79A 黃泥涌道,"雅谷大廈,黃泥涌道","AMIGO MANS,WONG NAI CHUNG RD","AMIGO MANS,WONG NAI CHUNG RD|雅谷大廈,黃泥涌道",WONG NAI CHUNG RDblankAMIGO MANS雅谷大廈|Phaseblank|Blockblank|9|Aconsid12.6,9,中,中層,西,呂字型,有,業主減價 上車筍盤 歡迎約睇
16070,19031400870043,ASP,2019-03-08,RES,CP,1990/08,12.68,747,588,16975,21565,blank,blank,5510411,19031400870043,B,8.0,blank,blank,PIONEER COURT,柏莉園,blank,blank,VENTRIS RD,雲地利道,17,blank,HHV,IL8280sA&EXT,|PIONEER COURT柏莉園|Phase |Block ,雲地利道PIONEER COURT柏莉園|Phase|Block,雲地利道PIONEER COURT柏莉園|Phase|Block|8|B,跑馬地/黃泥涌,1990,30,PIONEER COURT柏莉園,17 VENTRIS RD|雲地利道,17 VENTRIS RD,17 雲地利道,"柏莉園,雲地利道","PIONEER COURT,VENTRIS RD","PIONEER COURT,VENTRIS RD|柏莉園,雲地利道",VENTRIS RDblankPIONEER COURT柏莉園|Phaseblank|Blockblank|8|Bconsid12.68,8,低,低層,北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16496,20032501260023,ASP,2020-03-19,RES,blank,1989/06,12.8,827,641,15478,19969,blank,BW:66 SF (GU/NU) / ,5688283,20032501260023,D,14.0,blank,blank,JADE TERR,華翠臺,blank,blank,LINK RD,連道,3,blank,HHV,IL1946sAss1sA /,|JADE TERR華翠臺|Phase |Block ,連道JADE TERR華翠臺|Phase|Block,連道JADE TERR華翠臺|Phase|Block|14|D,跑馬地/黃泥涌,1989,31,JADE TERR華翠臺,3 LINK RD|連道,3 LINK RD,3 連道,"華翠臺,連道","JADE TERR,LINK RD","JADE TERR,LINK RD|華翠臺,連道",LINK RDblankJADE TERR華翠臺|Phaseblank|Blockblank|14|Dconsid12.8,14,低,低層,東,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16512,20042300330012,ASP,2020-04-17,RES,blank,1997/08,12.8,1050,730,12190,17534,blank,BW:22 SF (GI/NE) / ,5699206,20042300330012,blank,16.0,blank,blank,PALM COURT,聚安閣,blank,blank,TSUI MAN ST,聚文街,15,blank,HHV,IL7663 / IL7664,|PALM COURT聚安閣|Phase |Block ,聚文街PALM COURT聚安閣|Phase|Block,聚文街PALM COURT聚安閣|Phase|Block|16|,跑馬地/黃泥涌,1997,23,PALM COURT聚安閣,15 TSUI MAN ST|聚文街,15 TSUI MAN ST,15 聚文街,"聚安閣,聚文街","PALM COURT,TSUI MAN ST","PALM COURT,TSUI MAN ST|聚安閣,聚文街",TSUI MAN STblankPALM COURT聚安閣|Phaseblank|Blockblank|16|blankconsid12.8,16,很低,中層,西南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16391,19111400910039,ASP,2019-10-29,RES,CP,1976/03,12.8,0,611,0,20949,blank,blank,5639431,19111400910039,F,15.0,blank,blank,SHAN KWONG TOWERS,山光苑,blank,blank,SHAN KWONG RD,山光道,24,blank,HHV,IL4960,|SHAN KWONG TOWERS山光苑|Phase |Block ,山光道SHAN KWONG TOWERS山光苑|Phase|Block,山光道SHAN KWONG TOWERS山光苑|Phase|Block|15|F,跑馬地/黃泥涌,1976,44,SHAN KWONG TOWERS山光苑,24 SHAN KWONG RD|山光道,24 SHAN KWONG RD,24 山光道,"山光苑,山光道","SHAN KWONG TOWERS,SHAN KWONG RD","SHAN KWONG TOWERS,SHAN KWONG RD|山光苑,山光道",SHAN KWONG RDblankSHAN KWONG TOWERS山光苑|Phaseblank|Blockblank|15|Fconsid12.8,15,近乎零,低層,東南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16152,19042301640220,ASP,2019-03-29,RES,blank,1989/06,12.8,851,660,15041,19394,blank,BW:67 SF (GU/NU) / ,5530242,19042301640220,A,5.0,blank,blank,JADE TERR,華翠臺,blank,blank,LINK RD,連道,3,blank,HHV,IL1946sAss1sA /,|JADE TERR華翠臺|Phase |Block ,連道JADE TERR華翠臺|Phase|Block,連道JADE TERR華翠臺|Phase|Block|5|A,跑馬地/黃泥涌,1989,31,JADE TERR華翠臺,3 LINK RD|連道,3 LINK RD,3 連道,"華翠臺,連道","JADE TERR,LINK RD","JADE TERR,LINK RD|華翠臺,連道",LINK RDblankJADE TERR華翠臺|Phaseblank|Blockblank|5|Aconsid12.8,5,低,中層,東北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16150,19041801840033,ASP,2019-04-04,RES,CP,1976/03,12.82,0,611,0,20982,blank,blank,5529288,19041801840033,D,16.0,blank,blank,SHAN KWONG TOWERS,山光苑,blank,blank,SHAN KWONG RD,山光道,24,blank,HHV,IL4960,|SHAN KWONG TOWERS山光苑|Phase |Block ,山光道SHAN KWONG TOWERS山光苑|Phase|Block,山光道SHAN KWONG TOWERS山光苑|Phase|Block|16|D,跑馬地/黃泥涌,1976,44,SHAN KWONG TOWERS山光苑,24 SHAN KWONG RD|山光道,24 SHAN KWONG RD,24 山光道,"山光苑,山光道","SHAN KWONG TOWERS,SHAN KWONG RD","SHAN KWONG TOWERS,SHAN KWONG RD|山光苑,山光道",SHAN KWONG RDblankSHAN KWONG TOWERS山光苑|Phaseblank|Blockblank|16|Dconsid12.82,16,近乎零,中層,南,四正,基本,業主減價 上車筍盤 歡迎約睇
16508,20041501680027,ASP,2020-04-07,RES,blank,1990/11,12.9,811,591,15906,21827,blank,blank,5696248,20041501680027,blank,19.0,blank,blank,RACE TOWER,駿馬閣,blank,blank,WONG NAI CHUNG RD,黃泥涌道,81,blank,HHV,IL5501,|RACE TOWER駿馬閣|Phase |Block ,黃泥涌道RACE TOWER駿馬閣|Phase|Block,黃泥涌道RACE TOWER駿馬閣|Phase|Block|19|,跑馬地/黃泥涌,1990,30,RACE TOWER駿馬閣,81 WONG NAI CHUNG RD|黃泥涌道,81 WONG NAI CHUNG RD,81 黃泥涌道,"駿馬閣,黃泥涌道","RACE TOWER,WONG NAI CHUNG RD","RACE TOWER,WONG NAI CHUNG RD|駿馬閣,黃泥涌道",WONG NAI CHUNG RDblankRACE TOWER駿馬閣|Phaseblank|Blockblank|19|blankconsid12.9,19,低,中層,東北,沒資料,基本,單位實用四正 交通方便 配套完善
16122,19040800320021,ASP,2019-03-26,RES,CP,1976/03,13.29,0,619,0,21470,blank,blank,5521711,19040800320021,G,16.0,blank,blank,SHAN KWONG TOWERS,山光苑,blank,blank,SHAN KWONG RD,山光道,24,blank,HHV,IL4960,|SHAN KWONG TOWERS山光苑|Phase |Block ,山光道SHAN KWONG TOWERS山光苑|Phase|Block,山光道SHAN KWONG TOWERS山光苑|Phase|Block|16|G,跑馬地/黃泥涌,1976,44,SHAN KWONG TOWERS山光苑,24 SHAN KWONG RD|山光道,24 SHAN KWONG RD,24 山光道,"山光苑,山光道","SHAN KWONG TOWERS,SHAN KWONG RD","SHAN KWONG TOWERS,SHAN KWONG RD|山光苑,山光道",SHAN KWONG RDblankSHAN KWONG TOWERS山光苑|Phaseblank|Blockblank|16|Gconsid13.29,16,近乎零,高層,北,四正,良好,業主減價 上車筍盤 歡迎約睇
16428,19122300450155,ASP,2019-12-09,RES,blank,1957/07,13.3,0,926,0,14363,blank,blank,5656062,19122300450155,blank,6.0,blank,blank,BLUE POOL LODGE,愉苑,blank,blank,BLUE POOL RD,藍塘道,10,blank,HHV,IL8706,|BLUE POOL LODGE愉苑|Phase |Block ,藍塘道BLUE POOL LODGE愉苑|Phase|Block,藍塘道BLUE POOL LODGE愉苑|Phase|Block|6|,跑馬地/黃泥涌,1957,63,BLUE POOL LODGE愉苑,10 BLUE POOL RD|藍塘道,10 BLUE POOL RD,10 藍塘道,"愉苑,藍塘道","BLUE POOL LODGE,BLUE POOL RD","BLUE POOL LODGE,BLUE POOL RD|愉苑,藍塘道",BLUE POOL RDblankBLUE POOL LODGE愉苑|Phaseblank|Blockblank|6|blankconsid13.3,6,高,中層,西北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16403,19112101790282,ASP,2019-10-30,RES,CP,1976/03,13.38,0,623,0,21477,blank,blank,5642890,19112101790282,J,17.0,blank,blank,SHAN KWONG TOWERS,山光苑,blank,blank,SHAN KWONG RD,山光道,24,blank,HHV,IL4960,|SHAN KWONG TOWERS山光苑|Phase |Block ,山光道SHAN KWONG TOWERS山光苑|Phase|Block,山光道SHAN KWONG TOWERS山光苑|Phase|Block|17|J,跑馬地/黃泥涌,1976,44,SHAN KWONG TOWERS山光苑,24 SHAN KWONG RD|山光道,24 SHAN KWONG RD,24 山光道,"山光苑,山光道","SHAN KWONG TOWERS,SHAN KWONG RD","SHAN KWONG TOWERS,SHAN KWONG RD|山光苑,山光道",SHAN KWONG RDblankSHAN KWONG TOWERS山光苑|Phaseblank|Blockblank|17|Jconsid13.38,17,近乎零,高層,南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16507,20041501580012,ASP,2020-04-07,RES,blank,1992/10,13.5,737,620,18318,21774,blank,BW:29 SF (GI/NE) / ,5696189,20041501580012,D,10.0,blank,blank,CELESTE COURT,蔚雲閣,blank,blank,FUNG FAI TERR,鳳輝臺,12,blank,HHV,IL2456RP&EXT /,|CELESTE COURT蔚雲閣|Phase |Block ,鳳輝臺CELESTE COURT蔚雲閣|Phase|Block,鳳輝臺CELESTE COURT蔚雲閣|Phase|Block|10|D,跑馬地/黃泥涌,1992,28,CELESTE COURT蔚雲閣,12 FUNG FAI TERR|鳳輝臺,12 FUNG FAI TERR,12 鳳輝臺,"蔚雲閣,鳳輝臺","CELESTE COURT,FUNG FAI TERR","CELESTE COURT,FUNG FAI TERR|蔚雲閣,鳳輝臺",FUNG FAI TERRblankCELESTE COURT蔚雲閣|Phaseblank|Blockblank|10|Dconsid13.5,10,低,低層,東北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16606,20071000510151,ASP,2020-06-29,RES,blank,1993/01,13.65,887,657,15389,20776,blank,BW:31 SF (GI/NE) / ,5736679,20071000510151,A,16.0,2,blank,blank,blank,GREENWAY TERR,匯翠臺,LINK RD,連道,5,7,HHV,IL1946sBss1 /,GREENWAY TERR||Phase |Block 2,連道GREENWAY TERR|Phase|Block2,連道GREENWAY TERR|Phase|Block2|16|A,跑馬地/黃泥涌,1993,27,blankblank,5-7 LINK RD|連道,5-7 LINK RD,5-7 連道,"匯翠臺2座,連道","GREENWAY TERR(BLOCK 2),LINK RD","GREENWAY TERR(Block 2),LINK RD|匯翠臺2座,連道",LINK RDGREENWAY TERRblankblank|Phaseblank|Block2|16|Aconsid13.65,16,低,高層,西南,呂字型,有,單位實用四正 交通方便 配套完善
16252,19061100510108,ASP,2019-05-30,RES,blank,1992/10,13.68,737,620,18562,22065,blank,BW:29 SF (GI/NE) / ,5562660,19061100510108,E,9.0,blank,blank,CELESTE COURT,蔚雲閣,blank,blank,FUNG FAI TERR,鳳輝臺,12,blank,HHV,IL2456RP&EXT /,|CELESTE COURT蔚雲閣|Phase |Block ,鳳輝臺CELESTE COURT蔚雲閣|Phase|Block,鳳輝臺CELESTE COURT蔚雲閣|Phase|Block|9|E,跑馬地/黃泥涌,1992,28,CELESTE COURT蔚雲閣,12 FUNG FAI TERR|鳳輝臺,12 FUNG FAI TERR,12 鳳輝臺,"蔚雲閣,鳳輝臺","CELESTE COURT,FUNG FAI TERR","CELESTE COURT,FUNG FAI TERR|蔚雲閣,鳳輝臺",FUNG FAI TERRblankCELESTE COURT蔚雲閣|Phaseblank|Blockblank|9|Econsid13.68,9,低,高層,東南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16497,20032700380105,ASP,2020-03-23,RES,blank,1992/10,13.8,737,620,18725,22258,blank,BW:29 SF (GI/NE) / ,5689222,20032700380105,E,16.0,blank,blank,CELESTE COURT,蔚雲閣,blank,blank,FUNG FAI TERR,鳳輝臺,12,blank,HHV,IL2456RP&EXT /,|CELESTE COURT蔚雲閣|Phase |Block ,鳳輝臺CELESTE COURT蔚雲閣|Phase|Block,鳳輝臺CELESTE COURT蔚雲閣|Phase|Block|16|E,跑馬地/黃泥涌,1992,28,CELESTE COURT蔚雲閣,12 FUNG FAI TERR|鳳輝臺,12 FUNG FAI TERR,12 鳳輝臺,"蔚雲閣,鳳輝臺","CELESTE COURT,FUNG FAI TERR","CELESTE COURT,FUNG FAI TERR|蔚雲閣,鳳輝臺",FUNG FAI TERRblankCELESTE COURT蔚雲閣|Phaseblank|Blockblank|16|Econsid13.8,16,低,中層,北,呂字型,基本,單位實用四正 交通方便 配套完善
16136,19041201770073,ASP,2019-01-18,RES,CP,1995/09,14.0,837,645,16726,21705,blank,blank,5525306,19041201770073,B,23.0,blank,blank,VILLAGE GDN,慧莉苑,blank,blank,VILLAGE RD,山村道,17,blank,HHV,IL8830,|VILLAGE GDN慧莉苑|Phase |Block ,山村道VILLAGE GDN慧莉苑|Phase|Block,山村道VILLAGE GDN慧莉苑|Phase|Block|23|B,跑馬地/黃泥涌,1995,25,VILLAGE GDN慧莉苑,17 VILLAGE RD|山村道,17 VILLAGE RD,17 山村道,"慧莉苑,山村道","VILLAGE GDN,VILLAGE RD","VILLAGE GDN,VILLAGE RD|慧莉苑,山村道",VILLAGE RDblankVILLAGE GDN慧莉苑|Phaseblank|Blockblank|23|Bconsid14.0,23,低,低層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16552,20060202110033,ASP,2020-05-25,RES,blank,1975/01,14.0,0,800,0,17500,blank,blank,5716193,20060202110033,D,14.0,blank,blank,FRIENDSHIP COURT,友誼大廈,blank,blank,BLUE POOL RD,藍塘道,12,22,HHV,IL8707,|FRIENDSHIP COURT友誼大廈|Phase |Block ,藍塘道FRIENDSHIP COURT友誼大廈|Phase|Block,藍塘道FRIENDSHIP COURT友誼大廈|Phase|Block|14|D,跑馬地/黃泥涌,1975,45,FRIENDSHIP COURT友誼大廈,12-22 BLUE POOL RD|藍塘道,12-22 BLUE POOL RD,12-22 藍塘道,"友誼大廈,藍塘道","FRIENDSHIP COURT,BLUE POOL RD","FRIENDSHIP COURT,BLUE POOL RD|友誼大廈,藍塘道",BLUE POOL RDblankFRIENDSHIP COURT友誼大廈|Phaseblank|Blockblank|14|Dconsid14.0,14,中,中層,西,四正,基本,業主減價 上車筍盤 歡迎約睇
