,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
37765,19041100720063,ASP,2019-03-12,RES,blank,1987/01,3.8,305,258,12459,14729,blank,blank,5524272,19041100720063,B,4.0,blank,blank,BONITO CASA,太子臺,blank,blank,PRINCE'S TERR,太子臺,4,blank,HMW,IL151sB,|BONITO CASA太子臺|Phase |Block ,太子臺BONITO CASA太子臺|Phase|Block,太子臺BONITO CASA太子臺|Phase|Block|4|B,西半山,1987,33,BONITO CASA太子臺,4 PRINCE'S TERR,4 太子臺,4 PRINCE'S TERR|4 太子臺,"太子臺,太子臺","BONITO CASA,PRINCE'S TERR","BONITO CASA,PRINCE'S TERR|太子臺,太子臺",PRINCE'S TERRblankBONITO CASA太子臺|Phaseblank|Blockblank|4|Bconsid3.8,4,低,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
37710,19032902100034,ASP,2019-03-12,RES,blank,1990/01,15.5,1026,770,15107,20130,blank,blank,5518128,19032902100034,A,10.0,blank,blank,ROC YE COURT,樂怡閣,blank,blank,ROBINSON RD,羅便臣道,11,blank,HMW,IL3780RP,|ROC YE COURT樂怡閣|Phase |Block ,羅便臣道ROC YE COURT樂怡閣|Phase|Block,羅便臣道ROC YE COURT樂怡閣|Phase|Block|10|A,西半山,1990,30,ROC YE COURT樂怡閣,11 ROBINSON RD,11 羅便臣道,11 ROBINSON RD|11 羅便臣道,"樂怡閣,羅便臣道","ROC YE COURT,ROBINSON RD","ROC YE COURT,ROBINSON RD|樂怡閣,羅便臣道",ROBINSON RDblankROC YE COURT樂怡閣|Phaseblank|Blockblank|10|Aconsid15.5,10,低,低層,西,呂字型,良好,單位實用四正 交通方便 配套完善
38007,19061801450032,ASP,2019-06-10,RES,blank,1996/02,15.5,895,691,17318,22431,blank,BW:36 SF (GI/NE) / ,5566937,19061801450032,C,30.0,blank,blank,WINSOME PARK,匯豪閣,blank,blank,CONDUIT RD,干德道,42,blank,HMW,IL705RP / IL705sCRP /,|WINSOME PARK匯豪閣|Phase |Block ,干德道WINSOME PARK匯豪閣|Phase|Block,干德道WINSOME PARK匯豪閣|Phase|Block|30|C,西半山,1996,24,WINSOME PARK匯豪閣,42 CONDUIT RD,42 干德道,42 CONDUIT RD|42 干德道,"匯豪閣,干德道","WINSOME PARK,CONDUIT RD","WINSOME PARK,CONDUIT RD|匯豪閣,干德道",CONDUIT RDblankWINSOME PARK匯豪閣|Phaseblank|Blockblank|30|Cconsid15.5,30,近乎零,高層,東,四正,有,單位實用四正 交通方便 配套完善
38676,20052900660141,ASP,2020-05-25,RES,blank,1958/03,15.5,0,1045,0,14833,blank,blank,5714832,20052900660141,A,5.0,blank,blank,PING ON MANS,平安大廈,blank,blank,BABINGTON PATH,巴丙頓道,1B,blank,HMW,IL609sCss2sD /,|PING ON MANS平安大廈|Phase |Block ,巴丙頓道PING ON MANS平安大廈|Phase|Block,巴丙頓道PING ON MANS平安大廈|Phase|Block|5|A,西半山,1958,62,PING ON MANS平安大廈,1B BABINGTON PATH,1B 巴丙頓道,1B BABINGTON PATH|1B 巴丙頓道,"平安大廈,巴丙頓道","PING ON MANS,BABINGTON PATH","PING ON MANS,BABINGTON PATH|平安大廈,巴丙頓道",BABINGTON PATHblankPING ON MANS平安大廈|Phaseblank|Blockblank|5|Aconsid15.5,5,高,高層,西南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37813,19042302150018,ASP,2019-04-11,RES,blank,1996/06,15.65,843,691,18565,22648,blank,BW:40 SF (GI/NE) / ,5530452,19042302150018,H,31.0,blank,blank,SCHOLASTIC GDN,俊傑花園,blank,blank,LYTTELTON RD,列堤頓道,48,blank,HMW,IL609sBRP / IL609sEss1RP,|SCHOLASTIC GDN俊傑花園|Phase |Block ,列堤頓道SCHOLASTIC GDN俊傑花園|Phase|Block,列堤頓道SCHOLASTIC GDN俊傑花園|Phase|Block|31|H,西半山,1996,24,SCHOLASTIC GDN俊傑花園,48 LYTTELTON RD,48 列堤頓道,48 LYTTELTON RD|48 列堤頓道,"俊傑花園,列堤頓道","SCHOLASTIC GDN,LYTTELTON RD","SCHOLASTIC GDN,LYTTELTON RD|俊傑花園,列堤頓道",LYTTELTON RDblankSCHOLASTIC GDN俊傑花園|Phaseblank|Blockblank|31|Hconsid15.65,31,近乎零,高層,東北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38468,20030300340021,ASP,2020-02-20,RES,CP,1973/11,15.75,0,845,0,18639,blank,BAL:33 SF (NI) / ,5680371,20030300340021,C,10.0,blank,blank,GARFIELD MANS,嘉輝大廈,blank,blank,SEYMOUR RD,西摩道,23,blank,HMW,IL5544 / IL5545,|GARFIELD MANS嘉輝大廈|Phase |Block ,西摩道GARFIELD MANS嘉輝大廈|Phase|Block,西摩道GARFIELD MANS嘉輝大廈|Phase|Block|10|C,西半山,1973,47,GARFIELD MANS嘉輝大廈,23 SEYMOUR RD,23 西摩道,23 SEYMOUR RD|23 西摩道,"嘉輝大廈,西摩道","GARFIELD MANS,SEYMOUR RD","GARFIELD MANS,SEYMOUR RD|嘉輝大廈,西摩道",SEYMOUR RDblankGARFIELD MANS嘉輝大廈|Phaseblank|Blockblank|10|Cconsid15.75,10,中,低層,南,沒資料,良好,單位實用四正 交通方便 配套完善
37912,19051401700634,ASP,2019-04-18,RES,blank,1973/11,15.75,0,845,0,18639,blank,BAL:33 SF (NI) / ,5542809,19051401700634,C,6.0,blank,blank,GARFIELD MANS,嘉輝大廈,blank,blank,SEYMOUR RD,西摩道,23,blank,HMW,IL5544 / IL5545,|GARFIELD MANS嘉輝大廈|Phase |Block ,西摩道GARFIELD MANS嘉輝大廈|Phase|Block,西摩道GARFIELD MANS嘉輝大廈|Phase|Block|6|C,西半山,1973,47,GARFIELD MANS嘉輝大廈,23 SEYMOUR RD,23 西摩道,23 SEYMOUR RD|23 西摩道,"嘉輝大廈,西摩道","GARFIELD MANS,SEYMOUR RD","GARFIELD MANS,SEYMOUR RD|嘉輝大廈,西摩道",SEYMOUR RDblankGARFIELD MANS嘉輝大廈|Phaseblank|Blockblank|6|Cconsid15.75,6,中,中層,東北,沒資料,有,業主減價 上車筍盤 歡迎約睇
38492,20031301090023,ASP,2020-02-10,RES,blank,1990/01,15.8,1026,770,15400,20519,blank,blank,5684170,20031301090023,A,27.0,blank,blank,ROC YE COURT,樂怡閣,blank,blank,ROBINSON RD,羅便臣道,11,blank,HMW,IL3780RP,|ROC YE COURT樂怡閣|Phase |Block ,羅便臣道ROC YE COURT樂怡閣|Phase|Block,羅便臣道ROC YE COURT樂怡閣|Phase|Block|27|A,西半山,1990,30,ROC YE COURT樂怡閣,11 ROBINSON RD,11 羅便臣道,11 ROBINSON RD|11 羅便臣道,"樂怡閣,羅便臣道","ROC YE COURT,ROBINSON RD","ROC YE COURT,ROBINSON RD|樂怡閣,羅便臣道",ROBINSON RDblankROC YE COURT樂怡閣|Phaseblank|Blockblank|27|Aconsid15.8,27,低,高層,南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38361,20012201040082,ASP,2020-01-09,RES,blank,1975/03,15.8,1181,1030,13378,15340,blank,blank,5666148,20012201040082,4,9.0,B,blank,blank,blank,RHINE COURT,禮賢閣,BONHAM RD,般咸道,80,blank,HMW,IL609DsG,RHINE COURT||Phase |Block B,般咸道RHINE COURT|Phase|BlockB,般咸道RHINE COURT|Phase|BlockB|9|4,西半山,1975,45,blankblank,80 BONHAM RD,80 般咸道,80 BONHAM RD|80 般咸道,"禮賢閣B座,般咸道","RHINE COURT(BLOCK B),BONHAM RD","RHINE COURT(Block B),BONHAM RD|禮賢閣B座,般咸道",BONHAM RDRHINE COURTblankblank|Phaseblank|BlockB|9|4consid15.8,9,中,低層,西,呂字型,良好,單位實用四正 交通方便 配套完善
38003,19061402510311,ASP,2019-05-28,RES,blank,1973/11,15.8,0,730,0,21644,blank,blank,5565565,19061402510311,D,21.0,blank,blank,GARFIELD MANS,嘉輝大廈,blank,blank,SEYMOUR RD,西摩道,23,blank,HMW,IL5544 / IL5545,|GARFIELD MANS嘉輝大廈|Phase |Block ,西摩道GARFIELD MANS嘉輝大廈|Phase|Block,西摩道GARFIELD MANS嘉輝大廈|Phase|Block|21|D,西半山,1973,47,GARFIELD MANS嘉輝大廈,23 SEYMOUR RD,23 西摩道,23 SEYMOUR RD|23 西摩道,"嘉輝大廈,西摩道","GARFIELD MANS,SEYMOUR RD","GARFIELD MANS,SEYMOUR RD|嘉輝大廈,西摩道",SEYMOUR RDblankGARFIELD MANS嘉輝大廈|Phaseblank|Blockblank|21|Dconsid15.8,21,中,中層,東南,沒資料,有,單位實用四正 交通方便 配套完善
37907,19051401350011,ASP,2019-04-26,RES,blank,1975/03,15.85,0,740,0,21419,blank,FR:282 SF / ,5542659,19051401350011,4,21.0,C,blank,blank,blank,RHINE COURT,禮賢閣,BONHAM RD,般咸道,82,blank,HMW,IL609DsG,RHINE COURT||Phase |Block C,般咸道RHINE COURT|Phase|BlockC,般咸道RHINE COURT|Phase|BlockC|21|4,西半山,1975,45,blankblank,82 BONHAM RD,82 般咸道,82 BONHAM RD|82 般咸道,"禮賢閣C座,般咸道","RHINE COURT(BLOCK C),BONHAM RD","RHINE COURT(Block C),BONHAM RD|禮賢閣C座,般咸道",BONHAM RDRHINE COURTblankblank|Phaseblank|BlockC|21|4consid15.85,21,中,高層,西北,沒資料,有,業主減價 上車筍盤 歡迎約睇
38085,19072601410118,ASP,2019-07-10,RES,blank,1995/05,15.96,1113,890,14340,17933,blank,blank,5588071,19072601410118,B,4.0,blank,blank,SKYVIEW CLIFF,華庭閣,blank,blank,CONDUIT RD,干德道,49,blank,HMW,IL2021RP,|SKYVIEW CLIFF華庭閣|Phase |Block ,干德道SKYVIEW CLIFF華庭閣|Phase|Block,干德道SKYVIEW CLIFF華庭閣|Phase|Block|4|B,西半山,1995,25,SKYVIEW CLIFF華庭閣,49 CONDUIT RD,49 干德道,49 CONDUIT RD|49 干德道,"華庭閣,干德道","SKYVIEW CLIFF,CONDUIT RD","SKYVIEW CLIFF,CONDUIT RD|華庭閣,干德道",CONDUIT RDblankSKYVIEW CLIFF華庭閣|Phaseblank|Blockblank|4|Bconsid15.96,4,低,高層,西北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
38620,20051801350112,ASP,2020-04-28,RES,blank,1994/07,16.0,1048,839,15267,19070,blank,BW:36 SF (GI/NE) / ,5707886,20051801350112,G,22.0,blank,blank,GOLDWIN HTS,高雲臺,blank,blank,SEYMOUR RD,西摩道,2,blank,HMW,IL588sARP,|GOLDWIN HTS高雲臺|Phase |Block ,西摩道GOLDWIN HTS高雲臺|Phase|Block,西摩道GOLDWIN HTS高雲臺|Phase|Block|22|G,西半山,1994,26,GOLDWIN HTS高雲臺,2 SEYMOUR RD,2 西摩道,2 SEYMOUR RD|2 西摩道,"高雲臺,西摩道","GOLDWIN HTS,SEYMOUR RD","GOLDWIN HTS,SEYMOUR RD|高雲臺,西摩道",SEYMOUR RDblankGOLDWIN HTS高雲臺|Phaseblank|Blockblank|22|Gconsid16.0,22,低,高層,西北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
37769,19041101950059,ASP,2019-03-14,RES,blank,1994/06,16.0,1108,880,14440,18182,blank,BW:10 SF (GI/NE) / ,5524613,19041101950059,C,26.0,blank,blank,SEYMOUR PLACE,信怡閣,blank,blank,ROBINSON RD,羅便臣道,60,blank,HMW,IL587RP,|SEYMOUR PLACE信怡閣|Phase |Block ,羅便臣道SEYMOUR PLACE信怡閣|Phase|Block,羅便臣道SEYMOUR PLACE信怡閣|Phase|Block|26|C,西半山,1994,26,SEYMOUR PLACE信怡閣,60 ROBINSON RD,60 羅便臣道,60 ROBINSON RD|60 羅便臣道,"信怡閣,羅便臣道","SEYMOUR PLACE,ROBINSON RD","SEYMOUR PLACE,ROBINSON RD|信怡閣,羅便臣道",ROBINSON RDblankSEYMOUR PLACE信怡閣|Phaseblank|Blockblank|26|Cconsid16.0,26,低,低層,北,四正,有,業主減價 上車筍盤 歡迎約睇
38611,20051500500028,ASP,2020-05-05,RES,CP,1993/06,16.0,995,814,16080,19656,blank,BW:45 SF (GI/NE) / ,5707032,20051500500028,H,28.0,blank,blank,VALIANT PARK,駿豪閣,blank,blank,CONDUIT RD,干德道,52,blank,HMW,IL704sDss1 /,|VALIANT PARK駿豪閣|Phase |Block ,干德道VALIANT PARK駿豪閣|Phase|Block,干德道VALIANT PARK駿豪閣|Phase|Block|28|H,西半山,1993,27,VALIANT PARK駿豪閣,52 CONDUIT RD,52 干德道,52 CONDUIT RD|52 干德道,"駿豪閣,干德道","VALIANT PARK,CONDUIT RD","VALIANT PARK,CONDUIT RD|駿豪閣,干德道",CONDUIT RDblankVALIANT PARK駿豪閣|Phaseblank|Blockblank|28|Hconsid16.0,28,低,低層,東南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37788,19041700440086,ASP,2019-04-11,RES,blank,1994/07,16.0,1040,800,15385,20000,blank,BW:21 SF (GI/NE) / ,5527991,19041700440086,F,24.0,blank,blank,GOLDWIN HTS,高雲臺,blank,blank,SEYMOUR RD,西摩道,2,blank,HMW,IL588sARP,|GOLDWIN HTS高雲臺|Phase |Block ,西摩道GOLDWIN HTS高雲臺|Phase|Block,西摩道GOLDWIN HTS高雲臺|Phase|Block|24|F,西半山,1994,26,GOLDWIN HTS高雲臺,2 SEYMOUR RD,2 西摩道,2 SEYMOUR RD|2 西摩道,"高雲臺,西摩道","GOLDWIN HTS,SEYMOUR RD","GOLDWIN HTS,SEYMOUR RD|高雲臺,西摩道",SEYMOUR RDblankGOLDWIN HTS高雲臺|Phaseblank|Blockblank|24|Fconsid16.0,24,低,高層,東南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37691,19032501460020,ASP,2019-03-21,RES,CP,1993/06,16.18,847,692,19103,23382,blank,BW:39 SF (GI/NE) / ,5514970,19032501460020,D,11.0,blank,blank,VALIANT PARK,駿豪閣,blank,blank,CONDUIT RD,干德道,52,blank,HMW,IL704sDss1 /,|VALIANT PARK駿豪閣|Phase |Block ,干德道VALIANT PARK駿豪閣|Phase|Block,干德道VALIANT PARK駿豪閣|Phase|Block|11|D,西半山,1993,27,VALIANT PARK駿豪閣,52 CONDUIT RD,52 干德道,52 CONDUIT RD|52 干德道,"駿豪閣,干德道","VALIANT PARK,CONDUIT RD","VALIANT PARK,CONDUIT RD|駿豪閣,干德道",CONDUIT RDblankVALIANT PARK駿豪閣|Phaseblank|Blockblank|11|Dconsid16.18,11,低,中層,西,沒資料,有,業主減價 上車筍盤 歡迎約睇
38129,19081601390103,ASP,2019-08-05,RES,blank,1990/01,16.2,946,710,17125,22817,blank,blank,5599392,19081601390103,B,17.0,blank,blank,ROC YE COURT,樂怡閣,blank,blank,ROBINSON RD,羅便臣道,11,blank,HMW,IL3780RP,|ROC YE COURT樂怡閣|Phase |Block ,羅便臣道ROC YE COURT樂怡閣|Phase|Block,羅便臣道ROC YE COURT樂怡閣|Phase|Block|17|B,西半山,1990,30,ROC YE COURT樂怡閣,11 ROBINSON RD,11 羅便臣道,11 ROBINSON RD|11 羅便臣道,"樂怡閣,羅便臣道","ROC YE COURT,ROBINSON RD","ROC YE COURT,ROBINSON RD|樂怡閣,羅便臣道",ROBINSON RDblankROC YE COURT樂怡閣|Phaseblank|Blockblank|17|Bconsid16.2,17,低,低層,南,呂字型,基本,單位實用四正 交通方便 配套完善
38137,19082301630908,ASP,2019-07-29,RES,blank,1995/05,16.2,1113,890,14555,18202,blank,blank,5603268,19082301630908,C,21.0,blank,blank,SKYVIEW CLIFF,華庭閣,blank,blank,CONDUIT RD,干德道,49,blank,HMW,IL2021RP,|SKYVIEW CLIFF華庭閣|Phase |Block ,干德道SKYVIEW CLIFF華庭閣|Phase|Block,干德道SKYVIEW CLIFF華庭閣|Phase|Block|21|C,西半山,1995,25,SKYVIEW CLIFF華庭閣,49 CONDUIT RD,49 干德道,49 CONDUIT RD|49 干德道,"華庭閣,干德道","SKYVIEW CLIFF,CONDUIT RD","SKYVIEW CLIFF,CONDUIT RD|華庭閣,干德道",CONDUIT RDblankSKYVIEW CLIFF華庭閣|Phaseblank|Blockblank|21|Cconsid16.2,21,低,中層,東南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38847,20071501820068,ASP,2020-06-30,RES,CP,1995/07,16.2,1082,777,14972,20849,blank,BW:46 SF (GI/NE) / ,5739348,20071501820068,A,6.0,blank,blank,PROSPEROUS HTS,嘉富台,blank,blank,CONDUIT RD,干德道,62,blank,HMW,IL2289,|PROSPEROUS HTS嘉富台|Phase |Block ,干德道PROSPEROUS HTS嘉富台|Phase|Block,干德道PROSPEROUS HTS嘉富台|Phase|Block|6|A,西半山,1995,25,PROSPEROUS HTS嘉富台,62 CONDUIT RD,62 干德道,62 CONDUIT RD|62 干德道,"嘉富台,干德道","PROSPEROUS HTS,CONDUIT RD","PROSPEROUS HTS,CONDUIT RD|嘉富台,干德道",CONDUIT RDblankPROSPEROUS HTS嘉富台|Phaseblank|Blockblank|6|Aconsid16.2,6,低,低層,東南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37708,19032901750034,ASP,2019-03-19,RES,blank,1994/07,16.28,991,806,16428,20199,blank,BW:20 SF (GI/NE) / ,5517988,19032901750034,C,29.0,blank,blank,GOLDWIN HTS,高雲臺,blank,blank,SEYMOUR RD,西摩道,2,blank,HMW,IL588sARP,|GOLDWIN HTS高雲臺|Phase |Block ,西摩道GOLDWIN HTS高雲臺|Phase|Block,西摩道GOLDWIN HTS高雲臺|Phase|Block|29|C,西半山,1994,26,GOLDWIN HTS高雲臺,2 SEYMOUR RD,2 西摩道,2 SEYMOUR RD|2 西摩道,"高雲臺,西摩道","GOLDWIN HTS,SEYMOUR RD","GOLDWIN HTS,SEYMOUR RD|高雲臺,西摩道",SEYMOUR RDblankGOLDWIN HTS高雲臺|Phaseblank|Blockblank|29|Cconsid16.28,29,低,低層,南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38754,20061801800024,ASP,2020-05-29,RES,blank,1989/01,16.38,931,800,17594,20475,blank,BW:16 SF (GI/NE) / ,5725747,20061801800024,A,6.0,2,blank,blank,blank,EUSTON COURT,豫苑,PARK RD,柏道,6,blank,HMW,IL591sD / IL591sC/IL591sA,EUSTON COURT||Phase |Block 2,柏道EUSTON COURT|Phase|Block2,柏道EUSTON COURT|Phase|Block2|6|A,西半山,1989,31,blankblank,6 PARK RD,6 柏道,6 PARK RD|6 柏道,"豫苑2座,柏道","EUSTON COURT(BLOCK 2),PARK RD","EUSTON COURT(Block 2),PARK RD|豫苑2座,柏道",PARK RDEUSTON COURTblankblank|Phaseblank|Block2|6|Aconsid16.38,6,低,中層,東南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
37618,19021401810243,ASP,2019-01-28,RES,blank,2000/12,16.5,973,727,16958,22696,blank,BW:41 SF (GI/NE) / ,5498161,19021401810243,A,17.0,blank,blank,PALATIAL CREST,輝煌豪園,blank,blank,SEYMOUR RD,西摩道,3,blank,HMW,IL4634sB / IL4633sB /,|PALATIAL CREST輝煌豪園|Phase |Block ,西摩道PALATIAL CREST輝煌豪園|Phase|Block,西摩道PALATIAL CREST輝煌豪園|Phase|Block|17|A,西半山,2000,20,PALATIAL CREST輝煌豪園,3 SEYMOUR RD,3 西摩道,3 SEYMOUR RD|3 西摩道,"輝煌豪園,西摩道","PALATIAL CREST,SEYMOUR RD","PALATIAL CREST,SEYMOUR RD|輝煌豪園,西摩道",SEYMOUR RDblankPALATIAL CREST輝煌豪園|Phaseblank|Blockblank|17|Aconsid16.5,17,很低,中層,東南,沒資料,基本,單位實用四正 交通方便 配套完善
37633,19022701230014,ASP,2019-02-10,RES,blank,1995/02,16.5,1052,850,15684,19412,blank,blank,5504449,19022701230014,B,36.0,3,blank,blank,blank,THE GRAND PANORAMA,嘉兆臺,ROBINSON RD,羅便臣道,10,blank,HMW,IL58RP / IL58sBRP /,THE GRAND PANORAMA||Phase |Block 3,羅便臣道THE GRAND PANORAMA|Phase|Block3,羅便臣道THE GRAND PANORAMA|Phase|Block3|36|B,西半山,1995,25,blankblank,10 ROBINSON RD,10 羅便臣道,10 ROBINSON RD|10 羅便臣道,"嘉兆臺3座,羅便臣道","THE GRAND PANORAMA(BLOCK 3),ROBINSON RD","THE GRAND PANORAMA(Block 3),ROBINSON RD|嘉兆臺3座,羅便臣道",ROBINSON RDTHE GRAND PANORAMAblankblank|Phaseblank|Block3|36|Bconsid16.5,36,低,低層,西南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38649,20052201120017,ASP,2020-05-15,RES,blank,1994/07,16.5,1001,801,16484,20599,blank,BW:35 SF (GI/NE) / ,5710601,20052201120017,B,35.0,blank,blank,GOLDWIN HTS,高雲臺,blank,blank,SEYMOUR RD,西摩道,2,blank,HMW,IL588sARP,|GOLDWIN HTS高雲臺|Phase |Block ,西摩道GOLDWIN HTS高雲臺|Phase|Block,西摩道GOLDWIN HTS高雲臺|Phase|Block|35|B,西半山,1994,26,GOLDWIN HTS高雲臺,2 SEYMOUR RD,2 西摩道,2 SEYMOUR RD|2 西摩道,"高雲臺,西摩道","GOLDWIN HTS,SEYMOUR RD","GOLDWIN HTS,SEYMOUR RD|高雲臺,西摩道",SEYMOUR RDblankGOLDWIN HTS高雲臺|Phaseblank|Blockblank|35|Bconsid16.5,35,低,高層,東北,呂字型,良好,單位實用四正 交通方便 配套完善
37793,19041701880119,ASP,2019-03-28,RES,blank,1995/07,16.5,1070,871,15421,18944,blank,BW:36 SF (GI/NE) / ,5528408,19041701880119,A,1.0,blank,2,blank,blank,BLESSINGS GDN,殷樺花園,CONDUIT RD,干德道,56,blank,HMW,IL703sARP /IL703sBss1sC/,BLESSINGS GDN||Phase 2|Block ,干德道BLESSINGS GDN|Phase2|Block,干德道BLESSINGS GDN|Phase2|Block|1|A,西半山,1995,25,blankblank,56 CONDUIT RD,56 干德道,56 CONDUIT RD|56 干德道,"殷樺花園2期,干德道","BLESSINGS GDN(PHASE 2),CONDUIT RD","BLESSINGS GDN(Phase 2),CONDUIT RD|殷樺花園2期,干德道",CONDUIT RDBLESSINGS GDNblankblank|Phase2|Blockblank|1|Aconsid16.5,1,低,高層,東南,四正,良好,單位實用四正 交通方便 配套完善
37990,19061001160037,ASP,2019-05-23,RES,blank,1993/12,16.6,978,737,16973,22524,blank,BW:6 SF (GI/NE) / ,5562103,19061001160037,A,13.0,blank,blank,YEE GA COURT,怡基閣,blank,blank,BONHAM RD,般咸道,62,blank,HMW,IL2031RP / IL2032RP,|YEE GA COURT怡基閣|Phase |Block ,般咸道YEE GA COURT怡基閣|Phase|Block,般咸道YEE GA COURT怡基閣|Phase|Block|13|A,西半山,1993,27,YEE GA COURT怡基閣,62 BONHAM RD,62 般咸道,62 BONHAM RD|62 般咸道,"怡基閣,般咸道","YEE GA COURT,BONHAM RD","YEE GA COURT,BONHAM RD|怡基閣,般咸道",BONHAM RDblankYEE GA COURT怡基閣|Phaseblank|Blockblank|13|Aconsid16.6,13,低,中層,東北,呂字型,基本,單位實用四正 交通方便 配套完善
37694,19032601760025,ASP,2019-03-18,RES,blank,2004/06,16.6,898,668,18486,24850,blank,BW:29 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / PF:20 SF (GI/NI) / ,5515785,19032601760025,C,35.0,blank,blank,NO.2 PARK RD,柏道2號,blank,blank,PARK RD,柏道,2,blank,HMW,IL605sAss1RP,|NO.2 PARK RD柏道2號|Phase |Block ,柏道NO.2 PARK RD柏道2號|Phase|Block,柏道NO.2 PARK RD柏道2號|Phase|Block|35|C,西半山,2004,16,NO.2 PARK RD柏道2號,2 PARK RD,2 柏道,2 PARK RD|2 柏道,"柏道2號,柏道","NO.2 PARK RD,PARK RD","NO.2 PARK RD,PARK RD|柏道2號,柏道",PARK RDblankNO.2 PARK RD柏道2號|Phaseblank|Blockblank|35|Cconsid16.6,35,很低,中層,西,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38024,19062601890129,ASP,2019-05-27,RES,CP,1971/09,16.6,0,725,0,22897,blank,blank,5572460,19062601890129,C,3.0,B,blank,blank,blank,GREENLAND GDN,碧翠園,LYTTELTON RD,列堤頓道,69,blank,HMW,IL1216sL,GREENLAND GDN||Phase |Block B,列堤頓道GREENLAND GDN|Phase|BlockB,列堤頓道GREENLAND GDN|Phase|BlockB|3|C,西半山,1971,49,blankblank,69 LYTTELTON RD,69 列堤頓道,69 LYTTELTON RD|69 列堤頓道,"碧翠園B座,列堤頓道","GREENLAND GDN(BLOCK B),LYTTELTON RD","GREENLAND GDN(Block B),LYTTELTON RD|碧翠園B座,列堤頓道",LYTTELTON RDGREENLAND GDNblankblank|Phaseblank|BlockB|3|Cconsid16.6,3,中,中層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37892,19050901840010,ASP,2019-04-15,RES,CP,1988/03,16.63,928,744,17920,22352,blank,BW:50 SF (GI/NE) / ,5540925,19050901840010,A2,27.0,A,blank,blank,blank,FORTUNE GDNS,福澤花園,SEYMOUR RD,西摩道,11,blank,HMW,IL4625 / IL4624 /,FORTUNE GDNS||Phase |Block A,西摩道FORTUNE GDNS|Phase|BlockA,西摩道FORTUNE GDNS|Phase|BlockA|27|A2,西半山,1988,32,blankblank,11 SEYMOUR RD,11 西摩道,11 SEYMOUR RD|11 西摩道,"福澤花園A座,西摩道","FORTUNE GDNS(BLOCK A),SEYMOUR RD","FORTUNE GDNS(Block A),SEYMOUR RD|福澤花園A座,西摩道",SEYMOUR RDFORTUNE GDNSblankblank|Phaseblank|BlockA|27|A2consid16.63,27,低,低層,南,呂字型,基本,單位實用四正 交通方便 配套完善
38479,20030500930039,ASP,2020-02-11,RES,blank,2021/11,16.6321,0,468,0,35539,blank,BAL:22 SF (NI) / ,5681401,20030500930039,A,26.0,blank,blank,THE RICHMOND,blank,blank,blank,ROBINSON RD,羅便臣道,62C,blank,HMW,IL588sBss1RP /,|THE RICHMOND|Phase |Block ,羅便臣道THE RICHMOND|Phase|Block,羅便臣道THE RICHMOND|Phase|Block|26|A,西半山,2021,-1,THE RICHMONDblank,62C ROBINSON RD,62C 羅便臣道,62C ROBINSON RD|62C 羅便臣道,"blank,羅便臣道","THE RICHMOND,ROBINSON RD","THE RICHMOND,ROBINSON RD|blank,羅便臣道",ROBINSON RDblankTHE RICHMONDblank|Phaseblank|Blockblank|26|Aconsid16.6321,26,近乎零,高層,西南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
