,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
37765,19041100720063,ASP,2019-03-12,RES,blank,1987/01,3.8,305,258,12459,14729,blank,blank,5524272,19041100720063,B,4.0,blank,blank,BONITO CASA,太子臺,blank,blank,PRINCE'S TERR,太子臺,4,blank,HMW,IL151sB,|BONITO CASA太子臺|Phase |Block ,太子臺BONITO CASA太子臺|Phase|Block,太子臺BONITO CASA太子臺|Phase|Block|4|B,西半山,1987,33,BONITO CASA太子臺,4 PRINCE'S TERR,4 太子臺,4 PRINCE'S TERR|4 太子臺,"太子臺,太子臺","BONITO CASA,PRINCE'S TERR","BONITO CASA,PRINCE'S TERR|太子臺,太子臺",PRINCE'S TERRblankBONITO CASA太子臺|Phaseblank|Blockblank|4|Bconsid3.8,4,低,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
38582,20050500920029,ASP,2020-04-21,RES,blank,1989/01,14.5,904,816,16040,17770,blank,BW:36 SF (GI/NE) / FR:141 SF / ,5702281,20050500920029,A,1.0,blank,blank,EXCELSIOR COURT,輝鴻閣,blank,blank,ROBINSON RD,羅便臣道,83,blank,HMW,IL704sCss1RP /,|EXCELSIOR COURT輝鴻閣|Phase |Block ,羅便臣道EXCELSIOR COURT輝鴻閣|Phase|Block,羅便臣道EXCELSIOR COURT輝鴻閣|Phase|Block|1|A,西半山,1989,31,EXCELSIOR COURT輝鴻閣,83 ROBINSON RD,83 羅便臣道,83 ROBINSON RD|83 羅便臣道,"輝鴻閣,羅便臣道","EXCELSIOR COURT,ROBINSON RD","EXCELSIOR COURT,ROBINSON RD|輝鴻閣,羅便臣道",ROBINSON RDblankEXCELSIOR COURT輝鴻閣|Phaseblank|Blockblank|1|Aconsid14.5,1,低,低層,東,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38178,19093000860115,ASP,2019-09-19,RES,blank,1994/06,14.55,817,627,17809,23206,blank,BW:36 SF (GI/NE) / ,5618395,19093000860115,F,14.0,1,blank,blank,blank,VANTAGE PARK,慧豪閣,CONDUIT RD,干德道,22,blank,HMW,IL2137sBRP / IL706sKRP /,VANTAGE PARK||Phase |Block 1,干德道VANTAGE PARK|Phase|Block1,干德道VANTAGE PARK|Phase|Block1|14|F,西半山,1994,26,blankblank,22 CONDUIT RD,22 干德道,22 CONDUIT RD|22 干德道,"慧豪閣1座,干德道","VANTAGE PARK(BLOCK 1),CONDUIT RD","VANTAGE PARK(Block 1),CONDUIT RD|慧豪閣1座,干德道",CONDUIT RDVANTAGE PARKblankblank|Phaseblank|Block1|14|Fconsid14.55,14,低,低層,西北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
38424,20021401120024,ASP,2020-02-10,RES,blank,1973/10,14.6,0,755,0,19338,blank,blank,5674595,20021401120024,B,16.0,blank,blank,RHENISH MANS,禮賢樓,blank,blank,BONHAM RD,般咸道,84,blank,HMW,IL609DRP,|RHENISH MANS禮賢樓|Phase |Block ,般咸道RHENISH MANS禮賢樓|Phase|Block,般咸道RHENISH MANS禮賢樓|Phase|Block|16|B,西半山,1973,47,RHENISH MANS禮賢樓,84 BONHAM RD,84 般咸道,84 BONHAM RD|84 般咸道,"禮賢樓,般咸道","RHENISH MANS,BONHAM RD","RHENISH MANS,BONHAM RD|禮賢樓,般咸道",BONHAM RDblankRHENISH MANS禮賢樓|Phaseblank|Blockblank|16|Bconsid14.6,16,中,中層,西南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38130,19081602520276,ASP,2019-08-01,RES,blank,1988/02,14.63,703,609,20811,24023,blank,blank,5599797,19081602520276,B,26.0,1,blank,blank,blank,SCENIC HTS,富景花園,CONDUIT RD,干德道,58A,58B,HMW,IL719sBRP / IL719sBss2,SCENIC HTS||Phase |Block 1,干德道SCENIC HTS|Phase|Block1,干德道SCENIC HTS|Phase|Block1|26|B,西半山,1988,32,blankblank,58A-58B CONDUIT RD,58A-58B 干德道,58A-58B CONDUIT RD|58A-58B 干德道,"富景花園1座,干德道","SCENIC HTS(BLOCK 1),CONDUIT RD","SCENIC HTS(Block 1),CONDUIT RD|富景花園1座,干德道",CONDUIT RDSCENIC HTSblankblank|Phaseblank|Block1|26|Bconsid14.63,26,低,高層,西北,四正,基本,業主減價 上車筍盤 歡迎約睇
38768,20062200540063,ASP,2020-06-15,RES,blank,1994/06,14.68,817,627,17968,23413,blank,BW:36 SF (GI/NE) / ,5727078,20062200540063,A,25.0,2,blank,blank,blank,VANTAGE PARK,慧豪閣,CONDUIT RD,干德道,22,blank,HMW,IL2137sBRP / IL706sKRP /,VANTAGE PARK||Phase |Block 2,干德道VANTAGE PARK|Phase|Block2,干德道VANTAGE PARK|Phase|Block2|25|A,西半山,1994,26,blankblank,22 CONDUIT RD,22 干德道,22 CONDUIT RD|22 干德道,"慧豪閣2座,干德道","VANTAGE PARK(BLOCK 2),CONDUIT RD","VANTAGE PARK(Block 2),CONDUIT RD|慧豪閣2座,干德道",CONDUIT RDVANTAGE PARKblankblank|Phaseblank|Block2|25|Aconsid14.68,25,低,高層,東南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37626,19022201060112,ASP,2019-02-01,RES,blank,1994/07,14.7,1040,800,14135,18375,blank,BW:21 SF (GI/NE) / ,5502510,19022201060112,F,6.0,blank,blank,GOLDWIN HTS,高雲臺,blank,blank,SEYMOUR RD,西摩道,2,blank,HMW,IL588sARP,|GOLDWIN HTS高雲臺|Phase |Block ,西摩道GOLDWIN HTS高雲臺|Phase|Block,西摩道GOLDWIN HTS高雲臺|Phase|Block|6|F,西半山,1994,26,GOLDWIN HTS高雲臺,2 SEYMOUR RD,2 西摩道,2 SEYMOUR RD|2 西摩道,"高雲臺,西摩道","GOLDWIN HTS,SEYMOUR RD","GOLDWIN HTS,SEYMOUR RD|高雲臺,西摩道",SEYMOUR RDblankGOLDWIN HTS高雲臺|Phaseblank|Blockblank|6|Fconsid14.7,6,低,高層,北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38143,19082901430018,ASP,2019-08-15,RES,CP,1990/01,14.8,946,710,15645,20845,blank,blank,5606074,19082901430018,B,12.0,blank,blank,ROC YE COURT,樂怡閣,blank,blank,ROBINSON RD,羅便臣道,11,blank,HMW,IL3780RP,|ROC YE COURT樂怡閣|Phase |Block ,羅便臣道ROC YE COURT樂怡閣|Phase|Block,羅便臣道ROC YE COURT樂怡閣|Phase|Block|12|B,西半山,1990,30,ROC YE COURT樂怡閣,11 ROBINSON RD,11 羅便臣道,11 ROBINSON RD|11 羅便臣道,"樂怡閣,羅便臣道","ROC YE COURT,ROBINSON RD","ROC YE COURT,ROBINSON RD|樂怡閣,羅便臣道",ROBINSON RDblankROC YE COURT樂怡閣|Phaseblank|Blockblank|12|Bconsid14.8,12,低,中層,西北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38837,20071000360066,ASP,2020-06-29,RES,blank,1958/08,14.8,0,1082,0,13678,blank,TERR:143 SF / ,5736617,20071000360066,B,4.0,blank,blank,SUNG LING MANS,崇寧大廈,blank,blank,BABINGTON PATH,巴丙頓道,1A,blank,HMW,IL609sCss1,|SUNG LING MANS崇寧大廈|Phase |Block ,巴丙頓道SUNG LING MANS崇寧大廈|Phase|Block,巴丙頓道SUNG LING MANS崇寧大廈|Phase|Block|4|B,西半山,1958,62,SUNG LING MANS崇寧大廈,1A BABINGTON PATH,1A 巴丙頓道,1A BABINGTON PATH|1A 巴丙頓道,"崇寧大廈,巴丙頓道","SUNG LING MANS,BABINGTON PATH","SUNG LING MANS,BABINGTON PATH|崇寧大廈,巴丙頓道",BABINGTON PATHblankSUNG LING MANS崇寧大廈|Phaseblank|Blockblank|4|Bconsid14.8,4,高,中層,西,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38072,19072301100028,ASP,2019-07-15,RES,blank,1983/12,14.8,0,775,0,19097,blank,blank,5585798,19072301100028,C,23.0,blank,blank,KENYON COURT,錦翠園,blank,blank,BONHAM RD,般咸道,50,blank,HMW,IL1919sAss1RP /,|KENYON COURT錦翠園|Phase |Block ,般咸道KENYON COURT錦翠園|Phase|Block,般咸道KENYON COURT錦翠園|Phase|Block|23|C,西半山,1983,37,KENYON COURT錦翠園,50 BONHAM RD,50 般咸道,50 BONHAM RD|50 般咸道,"錦翠園,般咸道","KENYON COURT,BONHAM RD","KENYON COURT,BONHAM RD|錦翠園,般咸道",BONHAM RDblankKENYON COURT錦翠園|Phaseblank|Blockblank|23|Cconsid14.8,23,低,高層,西,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38812,20070200330022,ASP,2020-06-12,RES,blank,1996/06,14.8,792,649,18687,22804,blank,BW:40 SF (GI/NE) / ,5731875,20070200330022,G,34.0,blank,blank,SCHOLASTIC GDN,俊傑花園,blank,blank,LYTTELTON RD,列堤頓道,48,blank,HMW,IL609sBRP / IL609sEss1RP,|SCHOLASTIC GDN俊傑花園|Phase |Block ,列堤頓道SCHOLASTIC GDN俊傑花園|Phase|Block,列堤頓道SCHOLASTIC GDN俊傑花園|Phase|Block|34|G,西半山,1996,24,SCHOLASTIC GDN俊傑花園,48 LYTTELTON RD,48 列堤頓道,48 LYTTELTON RD|48 列堤頓道,"俊傑花園,列堤頓道","SCHOLASTIC GDN,LYTTELTON RD","SCHOLASTIC GDN,LYTTELTON RD|俊傑花園,列堤頓道",LYTTELTON RDblankSCHOLASTIC GDN俊傑花園|Phaseblank|Blockblank|34|Gconsid14.8,34,近乎零,中層,西南,四正,良好,業主減價 上車筍盤 歡迎約睇
38190,19101400200016,ASP,2019-09-23,RES,blank,1994/07,14.88,1001,801,14865,18577,blank,BW:35 SF (GI/NE) / ,5624906,19101400200016,B,20.0,blank,blank,GOLDWIN HTS,高雲臺,blank,blank,SEYMOUR RD,西摩道,2,blank,HMW,IL588sARP,|GOLDWIN HTS高雲臺|Phase |Block ,西摩道GOLDWIN HTS高雲臺|Phase|Block,西摩道GOLDWIN HTS高雲臺|Phase|Block|20|B,西半山,1994,26,GOLDWIN HTS高雲臺,2 SEYMOUR RD,2 西摩道,2 SEYMOUR RD|2 西摩道,"高雲臺,西摩道","GOLDWIN HTS,SEYMOUR RD","GOLDWIN HTS,SEYMOUR RD|高雲臺,西摩道",SEYMOUR RDblankGOLDWIN HTS高雲臺|Phaseblank|Blockblank|20|Bconsid14.88,20,低,中層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
37584,19011601800026,ASP,2019-01-03,RES,blank,1989/01,14.88,929,771,16017,19300,blank,BW:31 SF (GI/NE) / ,5485669,19011601800026,B,4.0,1,blank,blank,blank,EUSTON COURT,豫苑,PARK RD,柏道,6,blank,HMW,IL591sD / IL591sC/IL591sA,EUSTON COURT||Phase |Block 1,柏道EUSTON COURT|Phase|Block1,柏道EUSTON COURT|Phase|Block1|4|B,西半山,1989,31,blankblank,6 PARK RD,6 柏道,6 PARK RD|6 柏道,"豫苑1座,柏道","EUSTON COURT(BLOCK 1),PARK RD","EUSTON COURT(Block 1),PARK RD|豫苑1座,柏道",PARK RDEUSTON COURTblankblank|Phaseblank|Block1|4|Bconsid14.88,4,低,中層,東南,四正,有,業主減價 上車筍盤 歡迎約睇
38357,20012101510012,ASP,2019-12-31,RES,blank,1994/06,14.88,817,627,18213,23732,blank,BW:36 SF (GI/NE) / ,5665369,20012101510012,F,21.0,2,blank,blank,blank,VANTAGE PARK,慧豪閣,CONDUIT RD,干德道,22,blank,HMW,IL2137sBRP / IL706sKRP /,VANTAGE PARK||Phase |Block 2,干德道VANTAGE PARK|Phase|Block2,干德道VANTAGE PARK|Phase|Block2|21|F,西半山,1994,26,blankblank,22 CONDUIT RD,22 干德道,22 CONDUIT RD|22 干德道,"慧豪閣2座,干德道","VANTAGE PARK(BLOCK 2),CONDUIT RD","VANTAGE PARK(Block 2),CONDUIT RD|慧豪閣2座,干德道",CONDUIT RDVANTAGE PARKblankblank|Phaseblank|Block2|21|Fconsid14.88,21,低,中層,西南,四正,有,業主減價 上車筍盤 歡迎約睇
38616,20051502190144,ASP,2020-05-08,RES,CP,1967/01,14.98,1280,1110,11703,13496,blank,blank,5707559,20051502190144,1,1.0,C,blank,blank,blank,Y Y MANS,裕仁大廈,POK FU LAM RD,薄扶林道,96,blank,HMW,IL2378sA&EXT,Y Y MANS||Phase |Block C,薄扶林道Y Y MANS|Phase|BlockC,薄扶林道Y Y MANS|Phase|BlockC|1|1,西半山,1967,53,blankblank,96 POK FU LAM RD,96 薄扶林道,96 POK FU LAM RD|96 薄扶林道,"裕仁大廈C座,薄扶林道","Y Y MANS(BLOCK C),POK FU LAM RD","Y Y MANS(Block C),POK FU LAM RD|裕仁大廈C座,薄扶林道",POK FU LAM RDY Y MANSblankblank|Phaseblank|BlockC|1|1consid14.98,1,中,高層,南,沒資料,有,單位實用四正 交通方便 配套完善
37818,19042500590076,ASP,2019-04-08,RES,CP,1988/03,15.0,931,756,16112,19841,blank,BW:40 SF (GI/NE) / ,5531603,19042500590076,A2,6.0,A,blank,blank,blank,FORTUNE GDNS,福澤花園,SEYMOUR RD,西摩道,11,blank,HMW,IL4625 / IL4624 /,FORTUNE GDNS||Phase |Block A,西摩道FORTUNE GDNS|Phase|BlockA,西摩道FORTUNE GDNS|Phase|BlockA|6|A2,西半山,1988,32,blankblank,11 SEYMOUR RD,11 西摩道,11 SEYMOUR RD|11 西摩道,"福澤花園A座,西摩道","FORTUNE GDNS(BLOCK A),SEYMOUR RD","FORTUNE GDNS(Block A),SEYMOUR RD|福澤花園A座,西摩道",SEYMOUR RDFORTUNE GDNSblankblank|Phaseblank|BlockA|6|A2consid15.0,6,低,高層,東南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
38166,19091702010019,ASP,2019-09-02,RES,blank,1994/07,15.0,1000,800,15000,18750,blank,BW:35 SF (GI/NE) / ,5612742,19091702010019,A,20.0,blank,blank,GOLDWIN HTS,高雲臺,blank,blank,SEYMOUR RD,西摩道,2,blank,HMW,IL588sARP,|GOLDWIN HTS高雲臺|Phase |Block ,西摩道GOLDWIN HTS高雲臺|Phase|Block,西摩道GOLDWIN HTS高雲臺|Phase|Block|20|A,西半山,1994,26,GOLDWIN HTS高雲臺,2 SEYMOUR RD,2 西摩道,2 SEYMOUR RD|2 西摩道,"高雲臺,西摩道","GOLDWIN HTS,SEYMOUR RD","GOLDWIN HTS,SEYMOUR RD|高雲臺,西摩道",SEYMOUR RDblankGOLDWIN HTS高雲臺|Phaseblank|Blockblank|20|Aconsid15.0,20,低,中層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
38593,20050801190088,ASP,2020-04-22,RES,CP,1996/06,15.0,792,649,18939,23112,blank,BW:40 SF (GI/NE) / ,5703915,20050801190088,F,23.0,blank,blank,SCHOLASTIC GDN,俊傑花園,blank,blank,LYTTELTON RD,列堤頓道,48,blank,HMW,IL609sBRP / IL609sEss1RP,|SCHOLASTIC GDN俊傑花園|Phase |Block ,列堤頓道SCHOLASTIC GDN俊傑花園|Phase|Block,列堤頓道SCHOLASTIC GDN俊傑花園|Phase|Block|23|F,西半山,1996,24,SCHOLASTIC GDN俊傑花園,48 LYTTELTON RD,48 列堤頓道,48 LYTTELTON RD|48 列堤頓道,"俊傑花園,列堤頓道","SCHOLASTIC GDN,LYTTELTON RD","SCHOLASTIC GDN,LYTTELTON RD|俊傑花園,列堤頓道",LYTTELTON RDblankSCHOLASTIC GDN俊傑花園|Phaseblank|Blockblank|23|Fconsid15.0,23,近乎零,低層,北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37998,19061300830017,ASP,2019-05-28,RES,blank,1960/06,15.0,0,991,0,15136,blank,blank,5564781,19061300830017,A2,8.0,A,blank,blank,blank,HING WAH MANS,興華樓,OAKLANDS PATH,屋蘭士里,2,blank,HMW,IL2182RP,HING WAH MANS||Phase |Block A,屋蘭士里HING WAH MANS|Phase|BlockA,屋蘭士里HING WAH MANS|Phase|BlockA|8|A2,西半山,1960,60,blankblank,2 OAKLANDS PATH,2 屋蘭士里,2 OAKLANDS PATH|2 屋蘭士里,"興華樓A座,屋蘭士里","HING WAH MANS(BLOCK A),OAKLANDS PATH","HING WAH MANS(Block A),OAKLANDS PATH|興華樓A座,屋蘭士里",OAKLANDS PATHHING WAH MANSblankblank|Phaseblank|BlockA|8|A2consid15.0,8,高,中層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38623,20051801610013,ASP,2020-05-05,RES,blank,1994/07,15.02,1001,801,15005,18752,blank,BW:35 SF (GI/NE) / ,5707995,20051801610013,B,22.0,blank,blank,GOLDWIN HTS,高雲臺,blank,blank,SEYMOUR RD,西摩道,2,blank,HMW,IL588sARP,|GOLDWIN HTS高雲臺|Phase |Block ,西摩道GOLDWIN HTS高雲臺|Phase|Block,西摩道GOLDWIN HTS高雲臺|Phase|Block|22|B,西半山,1994,26,GOLDWIN HTS高雲臺,2 SEYMOUR RD,2 西摩道,2 SEYMOUR RD|2 西摩道,"高雲臺,西摩道","GOLDWIN HTS,SEYMOUR RD","GOLDWIN HTS,SEYMOUR RD|高雲臺,西摩道",SEYMOUR RDblankGOLDWIN HTS高雲臺|Phaseblank|Blockblank|22|Bconsid15.02,22,低,高層,東,呂字型,基本,業主減價 上車筍盤 歡迎約睇
38225,19111200660039,ASP,2019-10-25,RES,CP,1993/06,15.05,847,692,17769,21749,blank,BW:39 SF (GI/NE) / ,5638440,19111200660039,D,19.0,blank,blank,VALIANT PARK,駿豪閣,blank,blank,CONDUIT RD,干德道,52,blank,HMW,IL704sDss1 /,|VALIANT PARK駿豪閣|Phase |Block ,干德道VALIANT PARK駿豪閣|Phase|Block,干德道VALIANT PARK駿豪閣|Phase|Block|19|D,西半山,1993,27,VALIANT PARK駿豪閣,52 CONDUIT RD,52 干德道,52 CONDUIT RD|52 干德道,"駿豪閣,干德道","VALIANT PARK,CONDUIT RD","VALIANT PARK,CONDUIT RD|駿豪閣,干德道",CONDUIT RDblankVALIANT PARK駿豪閣|Phaseblank|Blockblank|19|Dconsid15.05,19,低,低層,北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
38888,20080401730272,ASP,2020-07-16,RES,blank,1989/01,15.05,930,790,16183,19051,blank,BW:25 SF (GI/NE) / ,5750202,20080401730272,D,11.0,2,blank,blank,blank,EUSTON COURT,豫苑,PARK RD,柏道,6,blank,HMW,IL591sD / IL591sC/IL591sA,EUSTON COURT||Phase |Block 2,柏道EUSTON COURT|Phase|Block2,柏道EUSTON COURT|Phase|Block2|11|D,西半山,1989,31,blankblank,6 PARK RD,6 柏道,6 PARK RD|6 柏道,"豫苑2座,柏道","EUSTON COURT(BLOCK 2),PARK RD","EUSTON COURT(Block 2),PARK RD|豫苑2座,柏道",PARK RDEUSTON COURTblankblank|Phaseblank|Block2|11|Dconsid15.05,11,低,中層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38575,20042801360016,ASP,2020-04-08,RES,blank,1993/08,15.2,841,686,18074,22157,blank,BW:24 SF (GI/NE) / ,5700928,20042801360016,A,12.0,3,blank,blank,blank,HILLSBOROUGH COURT,曉峰閣,OLD PEAK RD,舊山頂道,18,blank,HMW,IL8257RP / IL1146sA /,HILLSBOROUGH COURT||Phase |Block 3,舊山頂道HILLSBOROUGH COURT|Phase|Block3,舊山頂道HILLSBOROUGH COURT|Phase|Block3|12|A,西半山,1993,27,blankblank,18 OLD PEAK RD,18 舊山頂道,18 OLD PEAK RD|18 舊山頂道,"曉峰閣3座,舊山頂道","HILLSBOROUGH COURT(BLOCK 3),OLD PEAK RD","HILLSBOROUGH COURT(Block 3),OLD PEAK RD|曉峰閣3座,舊山頂道",OLD PEAK RDHILLSBOROUGH COURTblankblank|Phaseblank|Block3|12|Aconsid15.2,12,低,中層,南,呂字型,良好,單位實用四正 交通方便 配套完善
38076,19072301710063,ASP,2019-07-02,RES,blank,2010/05,15.2,902,646,16851,23529,blank,BW:30 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5585958,19072301710063,B,7.0,blank,blank,THE BABINGTON,blank,blank,blank,BABINGTON PATH,巴丙頓道,6D,6E,HMW,IL609CsDRP / IL609CRP,|THE BABINGTON|Phase |Block ,巴丙頓道THE BABINGTON|Phase|Block,巴丙頓道THE BABINGTON|Phase|Block|7|B,西半山,2010,10,THE BABINGTONblank,6D-6E BABINGTON PATH,6D-6E 巴丙頓道,6D-6E BABINGTON PATH|6D-6E 巴丙頓道,"blank,巴丙頓道","THE BABINGTON,BABINGTON PATH","THE BABINGTON,BABINGTON PATH|blank,巴丙頓道",BABINGTON PATHblankTHE BABINGTONblank|Phaseblank|Blockblank|7|Bconsid15.2,7,很低,中層,西北,呂字型,有,單位實用四正 交通方便 配套完善
38524,20040100930060,ASP,2020-03-16,RES,blank,2000/12,15.2,973,727,15622,20908,blank,BW:41 SF (GI/NE) / ,5691066,20040100930060,A,11.0,blank,blank,PALATIAL CREST,輝煌豪園,blank,blank,SEYMOUR RD,西摩道,3,blank,HMW,IL4634sB / IL4633sB /,|PALATIAL CREST輝煌豪園|Phase |Block ,西摩道PALATIAL CREST輝煌豪園|Phase|Block,西摩道PALATIAL CREST輝煌豪園|Phase|Block|11|A,西半山,2000,20,PALATIAL CREST輝煌豪園,3 SEYMOUR RD,3 西摩道,3 SEYMOUR RD|3 西摩道,"輝煌豪園,西摩道","PALATIAL CREST,SEYMOUR RD","PALATIAL CREST,SEYMOUR RD|輝煌豪園,西摩道",SEYMOUR RDblankPALATIAL CREST輝煌豪園|Phaseblank|Blockblank|11|Aconsid15.2,11,很低,低層,西,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38089,19072901480040,ASP,2019-07-23,RES,blank,1994/06,15.2,900,701,16889,21683,blank,BW:26 SF (GI/NE) / ,5589018,19072901480040,E,4.0,2,blank,blank,blank,VANTAGE PARK,慧豪閣,CONDUIT RD,干德道,22,blank,HMW,IL2137sBRP / IL706sKRP /,VANTAGE PARK||Phase |Block 2,干德道VANTAGE PARK|Phase|Block2,干德道VANTAGE PARK|Phase|Block2|4|E,西半山,1994,26,blankblank,22 CONDUIT RD,22 干德道,22 CONDUIT RD|22 干德道,"慧豪閣2座,干德道","VANTAGE PARK(BLOCK 2),CONDUIT RD","VANTAGE PARK(Block 2),CONDUIT RD|慧豪閣2座,干德道",CONDUIT RDVANTAGE PARKblankblank|Phaseblank|Block2|4|Econsid15.2,4,低,中層,西南,四正,良好,業主減價 上車筍盤 歡迎約睇
38580,20050500130113,ASP,2020-04-21,RES,blank,1993/11,15.25,835,687,18263,22198,blank,BW:12 SF (GI/NE) / ,5702105,20050500130113,A,15.0,blank,blank,PRIMROSE COURT,蔚華閣,blank,blank,CONDUIT RD,干德道,56A,blank,HMW,IL719sE / IL719RP,|PRIMROSE COURT蔚華閣|Phase |Block ,干德道PRIMROSE COURT蔚華閣|Phase|Block,干德道PRIMROSE COURT蔚華閣|Phase|Block|15|A,西半山,1993,27,PRIMROSE COURT蔚華閣,56A CONDUIT RD,56A 干德道,56A CONDUIT RD|56A 干德道,"蔚華閣,干德道","PRIMROSE COURT,CONDUIT RD","PRIMROSE COURT,CONDUIT RD|蔚華閣,干德道",CONDUIT RDblankPRIMROSE COURT蔚華閣|Phaseblank|Blockblank|15|Aconsid15.25,15,低,低層,東南,四正,基本,業主減價 上車筍盤 歡迎約睇
38194,19101800300017,ASP,2019-09-13,RES,blank,1959/12,15.28,0,826,0,18499,blank,blank,5628268,19101800300017,C,5.0,blank,blank,MOUNTAIN VIEW COURT,峰景大廈,blank,blank,CONDUIT RD,干德道,12,blank,HMW,IL712sBss1 / IL712sC,|MOUNTAIN VIEW COURT峰景大廈|Phase |Block ,干德道MOUNTAIN VIEW COURT峰景大廈|Phase|Block,干德道MOUNTAIN VIEW COURT峰景大廈|Phase|Block|5|C,西半山,1959,61,MOUNTAIN VIEW COURT峰景大廈,12 CONDUIT RD,12 干德道,12 CONDUIT RD|12 干德道,"峰景大廈,干德道","MOUNTAIN VIEW COURT,CONDUIT RD","MOUNTAIN VIEW COURT,CONDUIT RD|峰景大廈,干德道",CONDUIT RDblankMOUNTAIN VIEW COURT峰景大廈|Phaseblank|Blockblank|5|Cconsid15.28,5,高,低層,東,呂字型,基本,業主減價 上車筍盤 歡迎約睇
38191,19101500780012,ASP,2019-09-24,RES,blank,1973/11,15.3,0,845,0,18107,blank,BAL:33 SF (NI) / ,5625818,19101500780012,C,15.0,blank,blank,GARFIELD MANS,嘉輝大廈,blank,blank,SEYMOUR RD,西摩道,23,blank,HMW,IL5544 / IL5545,|GARFIELD MANS嘉輝大廈|Phase |Block ,西摩道GARFIELD MANS嘉輝大廈|Phase|Block,西摩道GARFIELD MANS嘉輝大廈|Phase|Block|15|C,西半山,1973,47,GARFIELD MANS嘉輝大廈,23 SEYMOUR RD,23 西摩道,23 SEYMOUR RD|23 西摩道,"嘉輝大廈,西摩道","GARFIELD MANS,SEYMOUR RD","GARFIELD MANS,SEYMOUR RD|嘉輝大廈,西摩道",SEYMOUR RDblankGARFIELD MANS嘉輝大廈|Phaseblank|Blockblank|15|Cconsid15.3,15,中,高層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
37749,19041000420011,ASP,2019-03-27,RES,blank,2004/06,15.3,898,668,17038,22904,blank,BW:29 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / PF:20 SF (GI/NI) / ,5523254,19041000420011,C,18.0,blank,blank,NO.2 PARK RD,柏道2號,blank,blank,PARK RD,柏道,2,blank,HMW,IL605sAss1RP,|NO.2 PARK RD柏道2號|Phase |Block ,柏道NO.2 PARK RD柏道2號|Phase|Block,柏道NO.2 PARK RD柏道2號|Phase|Block|18|C,西半山,2004,16,NO.2 PARK RD柏道2號,2 PARK RD,2 柏道,2 PARK RD|2 柏道,"柏道2號,柏道","NO.2 PARK RD,PARK RD","NO.2 PARK RD,PARK RD|柏道2號,柏道",PARK RDblankNO.2 PARK RD柏道2號|Phaseblank|Blockblank|18|Cconsid15.3,18,很低,高層,西,沒資料,良好,單位實用四正 交通方便 配套完善
38641,20052100600130,ASP,2020-05-18,RES,blank,2004/06,15.4,898,668,17149,23054,blank,BW:29 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / PF:20 SF (GI/NI) / ,5709775,20052100600130,C,33.0,blank,blank,NO.2 PARK RD,柏道2號,blank,blank,PARK RD,柏道,2,blank,HMW,IL605sAss1RP,|NO.2 PARK RD柏道2號|Phase |Block ,柏道NO.2 PARK RD柏道2號|Phase|Block,柏道NO.2 PARK RD柏道2號|Phase|Block|33|C,西半山,2004,16,NO.2 PARK RD柏道2號,2 PARK RD,2 柏道,2 PARK RD|2 柏道,"柏道2號,柏道","NO.2 PARK RD,PARK RD","NO.2 PARK RD,PARK RD|柏道2號,柏道",PARK RDblankNO.2 PARK RD柏道2號|Phaseblank|Blockblank|33|Cconsid15.4,33,很低,低層,西南,四正,良好,業主減價 上車筍盤 歡迎約睇
