,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
9408,20011601800202,ASP,2019-12-31,RES,blank,2021/11,8.601,0,331,0,25985,blank,BAL:22 SF (NI) / ,5663770,20011601800202,F,25.0,2B,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2B,沐泰街K.SUMMIT|Phase|Block2B,沐泰街K.SUMMIT|Phase|Block2B|25|F,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2B座,沐泰街","K.SUMMIT(BLOCK 2B),MUK TAI ST","K.SUMMIT(Block 2B),MUK TAI ST|嘉峯匯2B座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2B|25|Fconsid8.601,25
9409,20011602030080,ASP,2019-12-31,RES,blank,2018/11,23.2255,0,865,0,26850,blank,BAL:31 SF (NI) / UP:16 SF (NI) / ,5663826,20011602030080,F,7.0,2B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 2B,沐寧街VIBE CENTRO|Phase|Block2B,沐寧街VIBE CENTRO|Phase|Block2B|7|F,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽2B座,沐寧街","VIBE CENTRO(BLOCK 2B),MUK NING ST","VIBE CENTRO(Block 2B),MUK NING ST|龍譽2B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block2B|7|Fconsid23.2255,7
9410,20011700730460,ASP,2020-01-03,RES,blank,2021/11,16.4392,0,657,0,25022,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,5664099,20011700730460,E,8.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|8|E,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|8|Econsid16.4392,8
9411,20011700730478,ASP,2020-01-06,RES,blank,2021/11,10.8192,0,479,0,22587,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5664100,20011700730478,J,11.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|11|J,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|11|Jconsid10.8192,11
9412,20011700730486,ASP,2020-01-06,RES,blank,2021/11,11.1229,0,479,0,23221,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5664101,20011700730486,J,7.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|7|J,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|7|Jconsid11.1229,7
9413,20012000490029,ASP,2020-01-10,RES,blank,2021/11,12.0021,0,479,0,25057,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5664703,20012000490029,J,32.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|32|J,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|32|Jconsid12.0021,32
9414,20012001820017,ASP,2020-01-03,RES,blank,2021/11,16.1345,0,657,0,24558,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,5664951,20012001820017,E,19.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|19|E,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|19|Econsid16.1345,19
9415,20012001820027,ASP,2020-01-06,RES,blank,2021/11,11.4864,0,479,0,23980,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5664952,20012001820027,J,30.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|30|J,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|30|Jconsid11.4864,30
9416,20012001840087,ASP,2020-01-03,RES,blank,2021/11,7.654,0,293,0,26123,blank,BAL:22 SF (NI) / ,5664962,20012001840087,A,23.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|23|A,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|23|Aconsid7.654,23
9417,20012102040039,ASP,2020-01-10,RES,blank,2021/11,11.0345,0,479,0,23037,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5665530,20012102040039,J,5.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|5|J,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|5|Jconsid11.0345,5
9418,20012200580088,ASP,2020-01-03,RES,blank,2021/11,13.6651,0,557,0,24533,blank,BAL:22 SF (NI) / ,5665726,20012200580088,D,22.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|22|D,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|22|Dconsid13.6651,22
9419,20012200580099,ASP,2020-01-03,RES,blank,2021/11,13.7471,0,557,0,24681,blank,BAL:22 SF (NI) / ,5665727,20012200580099,D,23.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|23|D,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|23|Dconsid13.7471,23
9420,20012201970027,ASP,2020-01-07,RES,blank,2021/11,16.1631,0,657,0,24601,blank,BAL:23 SF (NI) / UP:16 SF (NI) / ,5666012,20012201970027,E,5.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|5|E,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|5|Econsid16.1631,5
9421,20012202210218,ASP,2020-01-10,RES,blank,2021/11,13.8291,0,557,0,24828,blank,BAL:22 SF (NI) / ,5666086,20012202210218,D,25.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|25|D,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|25|Dconsid13.8291,25
9422,20012301170087,ASP,2020-01-03,RES,blank,2021/11,13.5841,0,557,0,24388,blank,BAL:22 SF (NI) / ,5666413,20012301170087,D,21.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|21|D,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|21|Dconsid13.5841,21
9423,20012400150161,ASP,2019-12-31,RES,blank,2021/11,7.25,0,293,0,24744,blank,BAL:22 SF (NI) / ,5666794,20012400150161,A,19.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|19|A,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|19|Aconsid7.25,19
9424,20012401850126,ASP,2020-01-06,RES,blank,2021/11,13.4832,0,558,0,24163,blank,BAL:22 SF (NI) / ,5667215,20012401850126,D,7.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|7|D,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|7|Dconsid13.4832,7
9425,20020300101172,ASP,2020-01-10,RES,blank,2021/11,7.802,0,293,0,26628,blank,BAL:22 SF (NI) / ,5667473,20020300101172,A,30.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|30|A,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|30|Aconsid7.802,30
9426,20020300110070,ASP,2020-01-17,RES,blank,2021/11,7.475,0,293,0,25512,blank,BAL:22 SF (NI) / ,5667547,20020300110070,A,31.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|31|A,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|31|Aconsid7.475,31
9429,20020300780198,ASP,2020-01-16,RES,blank,2021/11,13.4172,0,558,0,24045,blank,BAL:22 SF (NI) / ,5667898,20020300780198,D,6.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|6|D,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|6|Dconsid13.4172,6
9430,20020301700402,ASP,2020-01-10,RES,blank,2021/11,7.285,0,287,0,25383,blank,BAL:22 SF (NI) / ,5668319,20020301700402,F,17.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|17|F,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|17|Fconsid7.285,17
9431,20020301950064,ASP,2020-01-17,RES,blank,2018/11,10.308,0,323,0,31913,blank,UP:16 SF (NI) / ,5668411,20020301950064,B,38.0,1B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 1B,沐寧街VIBE CENTRO|Phase|Block1B,沐寧街VIBE CENTRO|Phase|Block1B|38|B,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽1B座,沐寧街","VIBE CENTRO(BLOCK 1B),MUK NING ST","VIBE CENTRO(Block 1B),MUK NING ST|龍譽1B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block1B|38|Bconsid10.308,38
9432,20020301960043,ASP,2020-01-08,RES,blank,2021/11,12.2356,0,479,0,25544,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5668420,20020301960043,J,31.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|31|J,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|31|Jconsid12.2356,31
9433,20020302190214,ASP,2020-01-17,RES,blank,2021/11,21.9932,0,738,0,29801,blank,BAL:24 SF (NI) / UP:16 SF (NI) / ,5668530,20020302190214,B,32.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|32|B,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|32|Bconsid21.9932,32
9434,20020401470055,ASP,2020-01-21,RES,blank,2021/11,20.4603,0,760,0,26921,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5669190,20020401470055,C,19.0,1,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 1,沐泰街UPPER RIVERBANK|Phase|Block1,沐泰街UPPER RIVERBANK|Phase|Block1|19|C,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋1座,沐泰街","UPPER RIVERBANK(BLOCK 1),MUK TAI ST","UPPER RIVERBANK(Block 1),MUK TAI ST|尚．珒溋1座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block1|19|Cconsid20.4603,19
9435,20020401930029,ASP,2020-01-29,RES,blank,2021/11,7.875,0,293,0,26877,blank,BAL:22 SF (NI) / ,5669332,20020401930029,A,33.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|33|A,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|33|Aconsid7.875,33
9436,20020402150043,ASP,2020-01-21,RES,blank,2021/11,7.439,0,287,0,25920,blank,BAL:22 SF (NI) / ,5669398,20020402150043,F,22.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|22|F,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|22|Fconsid7.439,22
9437,20020402210018,ASP,2020-01-10,RES,blank,2021/11,8.775,0,331,0,26511,blank,BAL:22 SF (NI) / ,5669422,20020402210018,F,28.0,2B,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2B,沐泰街K.SUMMIT|Phase|Block2B,沐泰街K.SUMMIT|Phase|Block2B|28|F,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2B座,沐泰街","K.SUMMIT(BLOCK 2B),MUK TAI ST","K.SUMMIT(Block 2B),MUK TAI ST|嘉峯匯2B座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2B|28|Fconsid8.775,28
9438,20020500450174,ASP,2020-01-20,RES,blank,2017/06,10.38,0,507,0,20473,blank,BAL:21 SF (NI) / ,5669644,20020500450174,F,27.0,T2,blank,blank,blank,ONE KAI TAK (I),啟德1號 (I),MUK NING ST,沐寧街,2,blank,KKAI,NKIL6516,ONE KAI TAK (I)||Phase |Block T2,沐寧街ONE KAI TAK (I)|Phase|BlockT2,沐寧街ONE KAI TAK (I)|Phase|BlockT2|27|F,啟德,2017,3,blankblank,2 MUK NING ST|沐寧街,2 MUK NING ST,2 沐寧街,"啟德1號 (I)T2座,沐寧街","ONE KAI TAK (I)(BLOCK T2),MUK NING ST","ONE KAI TAK (I)(Block T2),MUK NING ST|啟德1號 (I)T2座,沐寧街",MUK NING STONE KAI TAK (I)blankblank|Phaseblank|BlockT2|27|Fconsid10.38,27
9439,20020501480132,ASP,2020-01-29,RES,blank,2017/06,10.68,0,525,0,20343,blank,BAL:21 SF (NI) / ,5670031,20020501480132,G,20.0,T2,blank,blank,blank,ONE KAI TAK (I),啟德1號 (I),MUK NING ST,沐寧街,2,blank,KKAI,NKIL6516,ONE KAI TAK (I)||Phase |Block T2,沐寧街ONE KAI TAK (I)|Phase|BlockT2,沐寧街ONE KAI TAK (I)|Phase|BlockT2|20|G,啟德,2017,3,blankblank,2 MUK NING ST|沐寧街,2 MUK NING ST,2 沐寧街,"啟德1號 (I)T2座,沐寧街","ONE KAI TAK (I)(BLOCK T2),MUK NING ST","ONE KAI TAK (I)(Block T2),MUK NING ST|啟德1號 (I)T2座,沐寧街",MUK NING STONE KAI TAK (I)blankblank|Phaseblank|BlockT2|20|Gconsid10.68,20
9440,20020502030010,ASP,2020-01-31,RES,blank,2006/11,6.85,522,389,13123,17609,blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5670264,20020502030010,G,29.0,5,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 5,新碼頭街GRAND WATERFRONT|Phase|Block5,新碼頭街GRAND WATERFRONT|Phase|Block5|29|G,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣5座,新碼頭街","GRAND WATERFRONT(BLOCK 5),SAN MA TAU ST","GRAND WATERFRONT(Block 5),SAN MA TAU ST|翔龍灣5座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block5|29|Gconsid6.85,29
9441,20020600380026,ASP,2020-01-22,RES,blank,2021/11,19.6122,0,752,0,26080,blank,BAL:24 SF (NI) / UP:16 SF (NI) / ,5670446,20020600380026,F,21.0,2,blank,blank,blank,UPPER RIVERBANK,尚．珒溋,MUK TAI ST,沐泰街,11,blank,KKAI,NKIL6567,UPPER RIVERBANK||Phase |Block 2,沐泰街UPPER RIVERBANK|Phase|Block2,沐泰街UPPER RIVERBANK|Phase|Block2|21|F,啟德,2021,-1,blankblank,11 MUK TAI ST|沐泰街,11 MUK TAI ST,11 沐泰街,"尚．珒溋2座,沐泰街","UPPER RIVERBANK(BLOCK 2),MUK TAI ST","UPPER RIVERBANK(Block 2),MUK TAI ST|尚．珒溋2座,沐泰街",MUK TAI STUPPER RIVERBANKblankblank|Phaseblank|Block2|21|Fconsid19.6122,21
9442,20020600680010,ASP,2020-01-24,RES,blank,2021/11,11.744000000000002,0,512,0,22938,blank,BAL:22 SF (NI) / ,5670553,20020600680010,E,10.0,2B,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 2B,沐泰街K.SUMMIT|Phase|Block2B,沐泰街K.SUMMIT|Phase|Block2B|10|E,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯2B座,沐泰街","K.SUMMIT(BLOCK 2B),MUK TAI ST","K.SUMMIT(Block 2B),MUK TAI ST|嘉峯匯2B座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block2B|10|Econsid11.744000000000002,10
9444,20020601890193,ASP,2020-01-16,RES,blank,2021/11,7.395,0,287,0,25767,blank,BAL:22 SF (NI) / ,5670892,20020601890193,F,21.0,1A,blank,blank,blank,K.SUMMIT,嘉峯匯,MUK TAI ST,沐泰街,9,blank,KKAI,NKIL6566,K.SUMMIT||Phase |Block 1A,沐泰街K.SUMMIT|Phase|Block1A,沐泰街K.SUMMIT|Phase|Block1A|21|F,啟德,2021,-1,blankblank,9 MUK TAI ST|沐泰街,9 MUK TAI ST,9 沐泰街,"嘉峯匯1A座,沐泰街","K.SUMMIT(BLOCK 1A),MUK TAI ST","K.SUMMIT(Block 1A),MUK TAI ST|嘉峯匯1A座,沐泰街",MUK TAI STK.SUMMITblankblank|Phaseblank|Block1A|21|Fconsid7.395,21
