,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
49306,19011101170103,ASP,2019-01-07,RES,blank,2011/12,21.08,1272,995,16572,21186,blank,BW:23 SF (GI/NE) / BAL:24 SF (GI/NI) / UP:16 SF (GI/NI) / ,5483492,19011101170103,D,35.0,8,blank,blank,blank,IMPERIAL CULLINAN,瓏璽,HOI FAI RD,海輝道,10,blank,KSWK,KIL11146,IMPERIAL CULLINAN||Phase |Block 8,海輝道IMPERIAL CULLINAN|Phase|Block8,海輝道IMPERIAL CULLINAN|Phase|Block8|35|D,荔枝角南/南昌/奧運,2011,9,blankblank,10 HOI FAI RD|海輝道,10 HOI FAI RD,10 海輝道,"瓏璽8座,海輝道","IMPERIAL CULLINAN(BLOCK 8),HOI FAI RD","IMPERIAL CULLINAN(Block 8),HOI FAI RD|瓏璽8座,海輝道",HOI FAI RDIMPERIAL CULLINANblankblank|Phaseblank|Block8|35|Dconsid21.08,35
50933,19101500390337,ASP,2019-09-26,RES,blank,2019/06,7.731,0,380,0,20345,blank,BAL:26 SF (NI) / ,5625711,19101500390337,K,11.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|11|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|11|Kconsid7.731,11
50934,19101500390346,ASP,2019-09-26,RES,blank,2019/06,10.0734,0,366,0,27523,blank,BAL:26 SF (NI) / ,5625712,19101500390346,B,50.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|50|B,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|50|Bconsid10.0734,50
50935,19101500390356,ASP,2019-09-23,RES,blank,2017/12,45.8753,0,1663,0,27586,blank,BAL:66 SF (NI) / ,5625713,19101500390356,A,15.0,blank,blank,STAR SKY MANS,星鑽匯,CULLINAN WEST,匯璽,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST|STAR SKY MANS星鑽匯|Phase |Block ,深旺道CULLINAN WESTSTAR SKY MANS星鑽匯|Phase|Block,深旺道CULLINAN WESTSTAR SKY MANS星鑽匯|Phase|Block|15|A,荔枝角南/南昌/奧運,2017,3,STAR SKY MANS星鑽匯,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"星鑽匯,匯璽,深旺道","STAR SKY MANS,CULLINAN WEST,SHAM MONG RD","STAR SKY MANS,CULLINAN WEST,SHAM MONG RD|星鑽匯,匯璽,深旺道",SHAM MONG RDCULLINAN WESTSTAR SKY MANS星鑽匯|Phaseblank|Blockblank|15|Aconsid45.8753,15
50936,19101500450088,ASP,2019-09-26,RES,blank,2019/06,8.187000000000001,0,354,0,23127,blank,BAL:26 SF (NI) / ,5625773,19101500450088,G,48.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|48|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|48|Gconsid8.187000000000001,48
50937,19101500450095,ASP,2019-09-26,RES,blank,2019/06,8.8806,0,391,0,22713,blank,BAL:26 SF (NI) / ,5625774,19101500450095,H,48.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|48|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|48|Hconsid8.8806,48
50938,19101500450104,ASP,2019-09-26,RES,blank,2019/06,40.548,0,1513,0,26800,blank,BAL:51 SF (NI) / ,5625775,19101500450104,A,30.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|30|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|30|Aconsid40.548,30
50939,19101500450111,ASP,2019-09-26,RES,blank,2019/06,7.4835,0,354,0,21140,blank,BAL:26 SF (NI) / ,5625776,19101500450111,G,16.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|16|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|16|Gconsid7.4835,16
50940,19101500450124,ASP,2019-09-26,RES,blank,2019/06,7.4709,0,350,0,21345,blank,BAL:26 SF (NI) / ,5625777,19101500450124,F,16.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|16|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|16|Fconsid7.4709,16
50941,19101500450151,ASP,2019-09-25,RES,blank,2019/06,8.6329,0,366,0,23587,blank,BAL:26 SF (NI) / ,5625778,19101500450151,B,15.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|15|B,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|15|Bconsid8.6329,15
50942,19101500450165,ASP,2019-09-25,RES,blank,2019/06,7.279,0,350,0,20797,blank,BAL:26 SF (NI) / ,5625779,19101500450165,F,15.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|15|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|15|Fconsid7.279,15
50943,19101500450170,ASP,2019-09-24,RES,blank,2019/06,6.1002,0,275,0,22183,blank,BAL:21 SF (NI) / ,5625780,19101500450170,D,15.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|15|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|15|Dconsid6.1002,15
50944,19101500450181,ASP,2019-09-26,RES,blank,2019/06,8.0391,0,380,0,21156,blank,BAL:26 SF (NI) / ,5625781,19101500450181,K,20.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|20|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|20|Kconsid8.0391,20
50945,19101500450197,ASP,2019-09-26,RES,blank,2019/06,11.5714,0,526,0,21999,blank,BAL:21 SF (NI) / ,5625782,19101500450197,L,20.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|20|L,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|20|Lconsid11.5714,20
50946,19101500450203,ASP,2019-09-24,RES,blank,2019/06,7.3142,0,354,0,20662,blank,BAL:26 SF (NI) / ,5625783,19101500450203,G,15.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|15|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|15|Gconsid7.3142,15
50947,19101500740011,ASP,2019-04-10,RES,blank,2019/08,2.6743,0,394,0,6788,blank,blank,5625809,19101500740011,3,24.0,C,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block C,荔盈街HOI LOK COURT|Phase|BlockC,荔盈街HOI LOK COURT|Phase|BlockC|24|3,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑C座,荔盈街","HOI LOK COURT(BLOCK C),LAI YING ST","HOI LOK COURT(Block C),LAI YING ST|凱樂苑C座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockC|24|3consid2.6743,24
50948,19101501170060,ASP,2019-09-30,RES,blank,2005/02,8.3,658,485,12614,17113,blank,BW:38 SF (GI/NE) / ,5625891,19101501170060,E,20.0,5,1,blank,blank,THE PACIFICA,宇晴軒,SHAM SHING RD,深盛路,9,blank,KSWK,NKIL6275,THE PACIFICA||Phase 1|Block 5,深盛路THE PACIFICA|Phase1|Block5,深盛路THE PACIFICA|Phase1|Block5|20|E,荔枝角南/南昌/奧運,2005,15,blankblank,9 SHAM SHING RD|深盛路,9 SHAM SHING RD,9 深盛路,"宇晴軒5座,深盛路","THE PACIFICA(BLOCK 5),SHAM SHING RD","THE PACIFICA(Block 5),SHAM SHING RD|宇晴軒5座,深盛路",SHAM SHING RDTHE PACIFICAblankblank|Phase1|Block5|20|Econsid8.3,20
50949,19101501270021,ASP,2019-09-26,RES,blank,2019/06,7.5182,0,353,0,21298,blank,BAL:26 SF (NI) / ,5625952,19101501270021,F,23.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|23|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|23|Fconsid7.5182,23
50950,19101501270031,ASP,2019-09-26,RES,blank,2019/06,7.4228,0,354,0,20968,blank,BAL:26 SF (NI) / ,5625953,19101501270031,G,10.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|10|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|10|Gconsid7.4228,10
50951,19101501270043,ASP,2019-09-26,RES,blank,2019/06,7.723,0,380,0,20324,blank,BAL:26 SF (NI) / ,5625954,19101501270043,K,10.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|10|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|10|Kconsid7.723,10
50952,19101501270053,ASP,2019-09-26,RES,blank,2019/06,7.6527,0,350,0,21865,blank,BAL:26 SF (NI) / ,5625955,19101501270053,F,26.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|26|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|26|Fconsid7.6527,26
50953,19101501270068,ASP,2019-09-26,RES,blank,2019/06,7.5934,0,354,0,21450,blank,BAL:26 SF (NI) / ,5625956,19101501270068,G,26.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|26|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|26|Gconsid7.5934,26
50954,19101501270070,ASP,2019-09-26,RES,blank,2019/06,6.363,0,275,0,23138,blank,BAL:21 SF (NI) / ,5625957,19101501270070,D,26.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|26|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|26|Dconsid6.363,26
50955,19101501270084,ASP,2019-09-26,RES,blank,2019/06,7.4704,0,350,0,21344,blank,BAL:26 SF (NI) / ,5625958,19101501270084,G,10.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|10|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|10|Gconsid7.4704,10
50956,19101501270093,ASP,2019-09-26,RES,blank,2019/06,7.4939,0,350,0,21411,blank,BAL:26 SF (NI) / ,5625959,19101501270093,H,10.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|10|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|10|Hconsid7.4939,10
50957,19101501270102,ASP,2019-09-26,RES,blank,2019/06,8.3486,0,380,0,21970,blank,BAL:26 SF (NI) / ,5625960,19101501270102,K,38.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|38|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|38|Kconsid8.3486,38
50958,19101501270117,ASP,2019-09-26,RES,blank,2019/06,7.4494,0,354,0,21044,blank,BAL:26 SF (NI) / ,5625961,19101501270117,J,10.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|10|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|10|Jconsid7.4494,10
50959,19101501270158,ASP,2019-09-26,RES,blank,2019/06,10.3674,0,461,0,22489,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5625963,19101501270158,E,23.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|23|E,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|23|Econsid10.3674,23
50960,19101501270169,ASP,2019-09-26,RES,blank,2019/06,7.9614,0,380,0,20951,blank,BAL:26 SF (NI) / ,5625964,19101501270169,K,23.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|23|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|23|Kconsid7.9614,23
50961,19101501270177,ASP,2019-09-26,RES,blank,2019/06,7.6482,0,354,0,21605,blank,BAL:26 SF (NI) / ,5625965,19101501270177,J,23.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|23|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|23|Jconsid7.6482,23
50962,19101501270186,ASP,2019-09-26,RES,blank,2019/06,7.5986,0,350,0,21710,blank,BAL:26 SF (NI) / ,5625966,19101501270186,H,23.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|23|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|23|Hconsid7.5986,23
50964,19101501520152,ASP,2019-09-27,RES,blank,2003/12,9.6,783,588,12261,16327,blank,BW:42 SF (GI/NE) / ,5626033,19101501520152,H,18.0,5,blank,blank,blank,AQUAMARINE,碧海藍天,SHAM SHING RD,深盛路,8,blank,KSWK,NKIL6338,AQUAMARINE||Phase |Block 5,深盛路AQUAMARINE|Phase|Block5,深盛路AQUAMARINE|Phase|Block5|18|H,荔枝角南/南昌/奧運,2003,17,blankblank,8 SHAM SHING RD|深盛路,8 SHAM SHING RD,8 深盛路,"碧海藍天5座,深盛路","AQUAMARINE(BLOCK 5),SHAM SHING RD","AQUAMARINE(Block 5),SHAM SHING RD|碧海藍天5座,深盛路",SHAM SHING RDAQUAMARINEblankblank|Phaseblank|Block5|18|Hconsid9.6,18
50965,19101501600342,ASP,2019-09-26,RES,blank,2019/06,8.9862,0,366,0,24552,blank,BAL:26 SF (NI) / ,5626055,19101501600342,B,20.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|20|B,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|20|Bconsid8.9862,20
