,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
49306,19011101170103,ASP,2019-01-07,RES,blank,2011/12,21.08,1272,995,16572,21186,blank,BW:23 SF (GI/NE) / BAL:24 SF (GI/NI) / UP:16 SF (GI/NI) / ,5483492,19011101170103,D,35.0,8,blank,blank,blank,IMPERIAL CULLINAN,瓏璽,HOI FAI RD,海輝道,10,blank,KSWK,KIL11146,IMPERIAL CULLINAN||Phase |Block 8,海輝道IMPERIAL CULLINAN|Phase|Block8,海輝道IMPERIAL CULLINAN|Phase|Block8|35|D,荔枝角南/南昌/奧運,2011,9,blankblank,10 HOI FAI RD|海輝道,10 HOI FAI RD,10 海輝道,"瓏璽8座,海輝道","IMPERIAL CULLINAN(BLOCK 8),HOI FAI RD","IMPERIAL CULLINAN(Block 8),HOI FAI RD|瓏璽8座,海輝道",HOI FAI RDIMPERIAL CULLINANblankblank|Phaseblank|Block8|35|Dconsid21.08,35
50900,19101401280099,ASP,2019-09-26,RES,blank,2019/06,7.9858,0,353,0,22623,blank,BAL:26 SF (NI) / ,5625298,19101401280099,F,35.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|35|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|35|Fconsid7.9858,35
50901,19101401280100,ASP,2019-09-23,RES,blank,2019/06,6.5484,0,275,0,23812,blank,BAL:21 SF (NI) / ,5625299,19101401280100,D,31.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|31|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|31|Dconsid6.5484,31
50902,19101401280116,ASP,2019-09-25,RES,blank,2019/06,7.3362,0,354,0,20724,blank,BAL:26 SF (NI) / ,5625300,19101401280116,G,18.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|18|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|18|Gconsid7.3362,18
50903,19101401280125,ASP,2019-09-26,RES,blank,2019/06,8.1246,0,380,0,21381,blank,BAL:26 SF (NI) / ,5625301,19101401280125,K,29.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|29|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|29|Kconsid8.1246,29
50904,19101401280130,ASP,2019-09-26,RES,blank,2019/06,6.7452,0,275,0,24528,blank,BAL:21 SF (NI) / ,5625302,19101401280130,D,41.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|41|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|41|Dconsid6.7452,41
50905,19101401280144,ASP,2019-09-26,RES,blank,2019/06,7.6014,0,354,0,21473,blank,BAL:26 SF (NI) / ,5625303,19101401280144,J,21.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|21|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|21|Jconsid7.6014,21
50906,19101401280152,ASP,2019-09-25,RES,blank,2019/06,7.519,0,350,0,21483,blank,BAL:26 SF (NI) / ,5625304,19101401280152,F,25.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|25|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|25|Fconsid7.519,25
50907,19101401280160,ASP,2019-09-26,RES,blank,2019/06,8.0801,0,380,0,21263,blank,BAL:26 SF (NI) / ,5625305,19101401280160,K,21.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|21|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|21|Kconsid8.0801,21
50908,19101401280177,ASP,2019-09-24,RES,blank,2019/06,8.455,0,380,0,22250,blank,BAL:26 SF (NI) / ,5625306,19101401280177,K,42.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|42|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|42|Kconsid8.455,42
50909,19101401280186,ASP,2019-09-26,RES,blank,2019/06,8.7308,0,391,0,22329,blank,BAL:26 SF (NI) / ,5625307,19101401280186,H,41.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|41|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|41|Hconsid8.7308,41
50910,19101401280191,ASP,2019-09-26,RES,blank,2019/06,9.3415,0,366,0,25523,blank,BAL:26 SF (NI) / ,5625308,19101401280191,B,23.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|23|B,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|23|Bconsid9.3415,23
50911,19101401280206,ASP,2019-09-24,RES,blank,2019/06,7.9486,0,354,0,22454,blank,BAL:26 SF (NI) / ,5625309,19101401280206,G,41.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|41|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|41|Gconsid7.9486,41
50912,19101401280275,ASP,2019-09-25,RES,blank,2019/06,7.7662,0,353,0,22001,blank,BAL:26 SF (NI) / ,5625316,19101401280275,F,33.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|33|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|33|Fconsid7.7662,33
50913,19101401280288,ASP,2019-09-26,RES,blank,2019/06,8.4008,0,391,0,21485,blank,BAL:26 SF (NI) / ,5625317,19101401280288,H,25.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|25|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|25|Hconsid8.4008,25
50914,19101401280295,ASP,2019-09-26,RES,blank,2019/06,7.911,0,350,0,22603,blank,BAL:26 SF (NI) / ,5625318,19101401280295,F,41.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|41|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|41|Fconsid7.911,41
50915,19101401480010,ASP,2019-09-26,RES,blank,2019/06,8.2366,0,391,0,21065,blank,BAL:26 SF (NI) / ,5625362,19101401480010,H,26.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|26|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|26|Hconsid8.2366,26
50916,19101401480024,ASP,2019-09-26,RES,blank,2019/06,6.6252,0,275,0,24092,blank,BAL:21 SF (NI) / ,5625363,19101401480024,D,38.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|38|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|38|Dconsid6.6252,38
50917,19101401480038,ASP,2019-09-26,RES,blank,2019/06,9.7462,0,366,0,26629,blank,BAL:26 SF (NI) / ,5625364,19101401480038,B,38.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|38|B,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|38|Bconsid9.7462,38
50918,19101401480049,ASP,2019-09-26,RES,blank,2019/06,7.3498,0,350,0,20999,blank,BAL:26 SF (NI) / ,5625365,19101401480049,F,10.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|10|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|10|Fconsid7.3498,10
50919,19101401480052,ASP,2019-09-26,RES,blank,2019/06,8.0789,0,391,0,20662,blank,BAL:26 SF (NI) / ,5625366,19101401480052,H,10.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|10|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|10|Hconsid8.0789,10
50920,19101401480064,ASP,2019-09-26,RES,blank,2019/06,40.4311,0,1513,0,26722,blank,BAL:51 SF (NI) / ,5625367,19101401480064,A,26.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|26|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|26|Aconsid40.4311,26
50921,19101401480079,ASP,2019-09-26,RES,blank,2019/06,7.6046,0,350,0,21727,blank,BAL:26 SF (NI) / ,5625368,19101401480079,G,23.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|23|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|23|Gconsid7.6046,23
50922,19101401480158,ASP,2019-09-26,RES,blank,2019/06,8.5494,0,391,0,21865,blank,BAL:26 SF (NI) / ,5625369,19101401480158,H,38.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|38|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|38|Hconsid8.5494,38
50923,19101401480163,ASP,2019-09-26,RES,blank,2019/06,6.1110000000000015,0,275,0,22222,blank,BAL:21 SF (NI) / ,5625370,19101401480163,D,10.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|10|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|10|Dconsid6.1110000000000015,10
50924,19101401480176,ASP,2019-09-26,RES,blank,2019/06,7.9816,0,354,0,22547,blank,BAL:26 SF (NI) / ,5625371,19101401480176,G,38.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|38|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|38|Gconsid7.9816,38
50925,19101401490043,ASP,2019-09-26,RES,blank,2019/06,6.4286,0,275,0,23377,blank,BAL:21 SF (NI) / ,5625374,19101401490043,D,29.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|29|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|29|Dconsid6.4286,29
50926,19101401600070,ASP,2019-09-25,RES,blank,2019/06,7.4097,0,350,0,21171,blank,BAL:26 SF (NI) / ,5625408,19101401600070,G,6.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|6|G,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|6|Gconsid7.4097,6
50927,19101401790026,ASP,2019-10-08,RES,blank,2002/10,22.55,1131,862,19938,26160,blank,BW:56 SF (GI/NE) / ,5625462,19101401790026,F,12.0,6,1,blank,blank,SORRENTO,擎天半島,AUSTIN RD W,柯士甸道西,1,blank,KSWK,KIL11080 SITE B,SORRENTO||Phase 1|Block 6,柯士甸道西SORRENTO|Phase1|Block6,柯士甸道西SORRENTO|Phase1|Block6|12|F,荔枝角南/南昌/奧運,2002,18,blankblank,1 AUSTIN RD W|柯士甸道西,1 AUSTIN RD W,1 柯士甸道西,"擎天半島6座,柯士甸道西","SORRENTO(BLOCK 6),AUSTIN RD W","SORRENTO(Block 6),AUSTIN RD W|擎天半島6座,柯士甸道西",AUSTIN RD WSORRENTOblankblank|Phase1|Block6|12|Fconsid22.55,12
50928,19101401790075,ASP,2019-09-26,RES,blank,2019/06,8.599,0,380,0,22629,blank,BAL:26 SF (NI) / ,5625465,19101401790075,K,47.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|47|K,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|47|Kconsid8.599,47
50929,19101402130039,ASP,2019-09-26,RES,blank,2019/06,7.7742,0,350,0,22212,blank,BAL:26 SF (NI) / ,5625538,19101402130039,F,36.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|36|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|36|Fconsid7.7742,36
50930,19101500140015,ASP,2019-09-26,RES,blank,2019/06,7.635,0,350,0,21814,blank,BAL:26 SF (NI) / ,5625597,19101500140015,F,29.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|29|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|29|Fconsid7.635,29
50931,19101500140021,ASP,2019-09-26,RES,blank,2019/06,7.5566,0,353,0,21407,blank,BAL:26 SF (NI) / ,5625598,19101500140021,F,25.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|25|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|25|Fconsid7.5566,25
50932,19101500370042,ASP,2019-04-11,RES,blank,2019/08,2.7064,0,391,0,6922,blank,blank,5625689,19101500370042,7,34.0,E,blank,blank,blank,HOI LOK COURT,凱樂苑,LAI YING ST,荔盈街,3,blank,KSWK,NKIL6600,HOI LOK COURT||Phase |Block E,荔盈街HOI LOK COURT|Phase|BlockE,荔盈街HOI LOK COURT|Phase|BlockE|34|7,荔枝角南/南昌/奧運,2019,1,blankblank,3 LAI YING ST|荔盈街,3 LAI YING ST,3 荔盈街,"凱樂苑E座,荔盈街","HOI LOK COURT(BLOCK E),LAI YING ST","HOI LOK COURT(Block E),LAI YING ST|凱樂苑E座,荔盈街",LAI YING STHOI LOK COURTblankblank|Phaseblank|BlockE|34|7consid2.7064,34
