,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
105467,19011002080014,ASP,2019-01-03,RES,blank,1982/04,6.0,562,450,10676,13333,blank,BW:18 SF (GI/NE) / ,5483078,19011002080014,E,13.0,19,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,4,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 19,百得街CITY ONE SHATIN|Phase|Block19,百得街CITY ONE SHATIN|Phase|Block19|13|E,沙田,1982,38,blankblank,4 PAK TAK ST|百得街,4 PAK TAK ST,4 百得街,"沙田第一城19座,百得街","CITY ONE SHATIN(BLOCK 19),PAK TAK ST","CITY ONE SHATIN(Block 19),PAK TAK ST|沙田第一城19座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block19|13|Econsid6.0,13,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
108231,20021200490052,ASP,2020-02-06,RES,blank,2011/12,11.48,1030,786,11146,14606,blank,BW:33 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5673220,20021200490052,NC-B,3.0,1,3,blank,盛世,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛世|Phase 3|Block 1,美田路FESTIVAL CITY盛世|Phase3|Block1,美田路FESTIVAL CITY盛世|Phase3|Block1|3|NC-B,沙田,2011,9,blank盛世,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城1座,美田路","FESTIVAL CITY(BLOCK 1),MEI TIN RD","FESTIVAL CITY(Block 1),MEI TIN RD|名城1座,美田路",MEI TIN RDFESTIVAL CITYblank盛世|Phase3|Block1|3|NC-Bconsid11.48,3,中層,北,呂字型,有,單位實用四正 交通方便 配套完善
108233,20021200950143,ASP,2020-01-14,RES,blank,1989/11,5.95,482,428,12344,13902,blank,blank,5673346,20021200950143,F,21.0,4,blank,blank,blank,CARADO GDN,雲疊花園,TIN SAM ST,田心街,26,blank,NST,STTL313,CARADO GDN||Phase |Block 4,田心街CARADO GDN|Phase|Block4,田心街CARADO GDN|Phase|Block4|21|F,沙田,1989,31,blankblank,26 TIN SAM ST|田心街,26 TIN SAM ST,26 田心街,"雲疊花園4座,田心街","CARADO GDN(BLOCK 4),TIN SAM ST","CARADO GDN(Block 4),TIN SAM ST|雲疊花園4座,田心街",TIN SAM STCARADO GDNblankblank|Phaseblank|Block4|21|Fconsid5.95,21,高層,西北,沒資料,有,單位實用四正 交通方便 配套完善
108235,20021201210018,ASP,2020-01-24,RES,CP,1995/01,11.5,978,816,11759,14093,blank,BW:40 SF (GI/NE) / ,5673388,20021201210018,A,8.0,12,blank,blank,blank,PRISTINE VILLA,曉翠山莊,PAK LOK PATH,百樂徑,18,blank,NST,STTL331RP / STTL331sA /,PRISTINE VILLA||Phase |Block 12,百樂徑PRISTINE VILLA|Phase|Block12,百樂徑PRISTINE VILLA|Phase|Block12|8|A,沙田,1995,25,blankblank,18 PAK LOK PATH|百樂徑,18 PAK LOK PATH,18 百樂徑,"曉翠山莊12座,百樂徑","PRISTINE VILLA(BLOCK 12),PAK LOK PATH","PRISTINE VILLA(Block 12),PAK LOK PATH|曉翠山莊12座,百樂徑",PAK LOK PATHPRISTINE VILLAblankblank|Phaseblank|Block12|8|Aconsid11.5,8,低層,東,四正,良好,業主減價 上車筍盤 歡迎約睇
108236,20021201530061,ASP,2020-02-03,RES,blank,1986/12,4.88,505,315,9663,15492,blank,BW:44 SF (GI/NE) / ,5673513,20021201530061,7,25.0,C,1,GOLDEN HARMONY COURT,金祥閣,GOLDEN LION GDN,金獅花園,CHUI TIN ST,翠田街,5,7,NST,STTL287,GOLDEN LION GDN|GOLDEN HARMONY COURT金祥閣|Phase 1|Block C,翠田街GOLDEN LION GDNGOLDEN HARMONY COURT金祥閣|Phase1|BlockC,翠田街GOLDEN LION GDNGOLDEN HARMONY COURT金祥閣|Phase1|BlockC|25|7,沙田,1986,34,GOLDEN HARMONY COURT金祥閣,5-7 CHUI TIN ST|翠田街,5-7 CHUI TIN ST,5-7 翠田街,"金祥閣,金獅花園,翠田街","GOLDEN HARMONY COURT,GOLDEN LION GDN,CHUI TIN ST","GOLDEN HARMONY COURT,GOLDEN LION GDN,CHUI TIN ST|金祥閣,金獅花園,翠田街",CHUI TIN STGOLDEN LION GDNGOLDEN HARMONY COURT金祥閣|Phase1|BlockC|25|7consid4.88,25,高層,西南,四正,良好,單位實用四正 交通方便 配套完善
108238,20021300130023,ASP,2020-02-05,RES,blank,1983/09,5.91,395,327,14962,18073,blank,blank,5673722,20021300130023,H,28.0,30,blank,blank,blank,CITY ONE SHATIN,沙田第一城,HANG SHING ST,恒城街,3,blank,NST,STTL1sC,CITY ONE SHATIN||Phase |Block 30,恒城街CITY ONE SHATIN|Phase|Block30,恒城街CITY ONE SHATIN|Phase|Block30|28|H,沙田,1983,37,blankblank,3 HANG SHING ST|恒城街,3 HANG SHING ST,3 恒城街,"沙田第一城30座,恒城街","CITY ONE SHATIN(BLOCK 30),HANG SHING ST","CITY ONE SHATIN(Block 30),HANG SHING ST|沙田第一城30座,恒城街",HANG SHING STCITY ONE SHATINblankblank|Phaseblank|Block30|28|Hconsid5.91,28,中層,東南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108239,20021300400017,ASP,2020-02-07,RES,blank,1984/09,4.85,385,253,12597,19170,blank,BW:44 SF (GI/NE) / ,5673803,20021300400017,6,28.0,C,blank,blank,blank,GARDEN RIVERA,河畔花園,TAI CHUNG KIU RD,大涌橋路,20,30,NST,STTL202,GARDEN RIVERA||Phase |Block C,大涌橋路GARDEN RIVERA|Phase|BlockC,大涌橋路GARDEN RIVERA|Phase|BlockC|28|6,沙田,1984,36,blankblank,20-30 TAI CHUNG KIU RD|大涌橋路,20-30 TAI CHUNG KIU RD,20-30 大涌橋路,"河畔花園C座,大涌橋路","GARDEN RIVERA(BLOCK C),TAI CHUNG KIU RD","GARDEN RIVERA(Block C),TAI CHUNG KIU RD|河畔花園C座,大涌橋路",TAI CHUNG KIU RDGARDEN RIVERAblankblank|Phaseblank|BlockC|28|6consid4.85,28,高層,東北,四正,有,單位實用四正 交通方便 配套完善
108240,20021300530133,ASP,2020-01-20,RES,blank,1985/01,4.56,413,270,11041,16889,blank,BW:18 SF (GI/NE) / ,5673833,20021300530133,G,8.0,B,3,ARTLAND GDN,雅蘭苑,SHATINPARK,花園城,KONG PUI ST,崗背街,13,15,NST,STTL127,SHATINPARK|ARTLAND GDN雅蘭苑|Phase 3|Block B,崗背街SHATINPARKARTLAND GDN雅蘭苑|Phase3|BlockB,崗背街SHATINPARKARTLAND GDN雅蘭苑|Phase3|BlockB|8|G,沙田,1985,35,ARTLAND GDN雅蘭苑,13-15 KONG PUI ST|崗背街,13-15 KONG PUI ST,13-15 崗背街,"雅蘭苑,花園城,崗背街","ARTLAND GDN,SHATINPARK,KONG PUI ST","ARTLAND GDN,SHATINPARK,KONG PUI ST|雅蘭苑,花園城,崗背街",KONG PUI STSHATINPARKARTLAND GDN雅蘭苑|Phase3|BlockB|8|Gconsid4.56,8,低層,東北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
108241,20021300540106,ASP,2020-02-06,RES,blank,1986/12,4.8,480,322,10000,14907,blank,BW:46 SF (GI/NE) / ,5673840,20021300540106,2,16.0,B,1,GOLDEN BEAUTY COURT,金麗閣,GOLDEN LION GDN,金獅花園,CHUI TIN ST,翠田街,5,7,NST,STTL287,GOLDEN LION GDN|GOLDEN BEAUTY COURT金麗閣|Phase 1|Block B,翠田街GOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB,翠田街GOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB|16|2,沙田,1986,34,GOLDEN BEAUTY COURT金麗閣,5-7 CHUI TIN ST|翠田街,5-7 CHUI TIN ST,5-7 翠田街,"金麗閣,金獅花園,翠田街","GOLDEN BEAUTY COURT,GOLDEN LION GDN,CHUI TIN ST","GOLDEN BEAUTY COURT,GOLDEN LION GDN,CHUI TIN ST|金麗閣,金獅花園,翠田街",CHUI TIN STGOLDEN LION GDNGOLDEN BEAUTY COURT金麗閣|Phase1|BlockB|16|2consid4.8,16,高層,西南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
108242,20021300670011,ASP,2020-01-30,RES,CP,2018/09,36.6,0,1623,0,22551,blank,BAL:53 SF (NI) / UP:16 SF (NI) / ,5674263,20021300670011,A,7.0,8,blank,blank,blank,MOUNT REGALIA,富豪·山峯,LAI PING RD,麗坪路,23,blank,NST,STTL578,MOUNT REGALIA||Phase |Block 8,麗坪路MOUNT REGALIA|Phase|Block8,麗坪路MOUNT REGALIA|Phase|Block8|7|A,沙田,2018,2,blankblank,23 LAI PING RD|麗坪路,23 LAI PING RD,23 麗坪路,"富豪·山峯8座,麗坪路","MOUNT REGALIA(BLOCK 8),LAI PING RD","MOUNT REGALIA(Block 8),LAI PING RD|富豪·山峯8座,麗坪路",LAI PING RDMOUNT REGALIAblankblank|Phaseblank|Block8|7|Aconsid36.6,7,高層,西南,四正,良好,單位實用四正 交通方便 配套完善
108243,20021300670023,ASP,2020-01-30,RES,CP,2018/09,37.0,0,1625,0,22769,blank,BAL:53 SF (NI) / UP:16 SF (NI) / ,5674269,20021300670023,B,7.0,8,blank,blank,blank,MOUNT REGALIA,富豪·山峯,LAI PING RD,麗坪路,23,blank,NST,STTL578,MOUNT REGALIA||Phase |Block 8,麗坪路MOUNT REGALIA|Phase|Block8,麗坪路MOUNT REGALIA|Phase|Block8|7|B,沙田,2018,2,blankblank,23 LAI PING RD|麗坪路,23 LAI PING RD,23 麗坪路,"富豪·山峯8座,麗坪路","MOUNT REGALIA(BLOCK 8),LAI PING RD","MOUNT REGALIA(Block 8),LAI PING RD|富豪·山峯8座,麗坪路",LAI PING RDMOUNT REGALIAblankblank|Phaseblank|Block8|7|Bconsid37.0,7,低層,東北,沒資料,良好,單位實用四正 交通方便 配套完善
108244,20021300680012,ASP,2020-01-17,RES,blank,1982/01,8.6,1245,945,6908,9101,blank,blank,5673860,20021300680012,A,8.0,B,blank,BEVERLEY HTS,碧華閣,BELAIR GDN,富豪花園,TAI CHUNG KIU RD,大涌橋路,52,blank,NST,STTL11,BELAIR GDN|BEVERLEY HTS碧華閣|Phase |Block B,大涌橋路BELAIR GDNBEVERLEY HTS碧華閣|Phase|BlockB,大涌橋路BELAIR GDNBEVERLEY HTS碧華閣|Phase|BlockB|8|A,沙田,1982,38,BEVERLEY HTS碧華閣,52 TAI CHUNG KIU RD|大涌橋路,52 TAI CHUNG KIU RD,52 大涌橋路,"碧華閣,富豪花園,大涌橋路","BEVERLEY HTS,BELAIR GDN,TAI CHUNG KIU RD","BEVERLEY HTS,BELAIR GDN,TAI CHUNG KIU RD|碧華閣,富豪花園,大涌橋路",TAI CHUNG KIU RDBELAIR GDNBEVERLEY HTS碧華閣|Phaseblank|BlockB|8|Aconsid8.6,8,中層,東,四正,有,業主減價 上車筍盤 歡迎約睇
108246,20021301450271,ASP,2020-01-16,RES,blank,2020/10,3.2134,0,454,0,7078,blank,blank,5674073,20021301450271,16,38.0,blank,blank,YUK WO COURT,旭禾苑,blank,blank,AU PUI WAN ST,坳背灣街,23,blank,NST,STTL477,|YUK WO COURT旭禾苑|Phase |Block ,坳背灣街YUK WO COURT旭禾苑|Phase|Block,坳背灣街YUK WO COURT旭禾苑|Phase|Block|38|16,沙田,2020,0,YUK WO COURT旭禾苑,23 AU PUI WAN ST|坳背灣街,23 AU PUI WAN ST,23 坳背灣街,"旭禾苑,坳背灣街","YUK WO COURT,AU PUI WAN ST","YUK WO COURT,AU PUI WAN ST|旭禾苑,坳背灣街",AU PUI WAN STblankYUK WO COURT旭禾苑|Phaseblank|Blockblank|38|16consid3.2134,38,中層,東,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108247,20021301480224,ASP,2020-02-06,RES,blank,1986/12,4.485,452,303,9923,14802,blank,BW:31 SF (GI/NE) / ,5674100,20021301480224,7,5.0,F,1,GOLDEN HARVEST COURT,金豐閣,GOLDEN LION GDN,金獅花園,CHUI TIN ST,翠田街,5,7,NST,STTL287,GOLDEN LION GDN|GOLDEN HARVEST COURT金豐閣|Phase 1|Block F,翠田街GOLDEN LION GDNGOLDEN HARVEST COURT金豐閣|Phase1|BlockF,翠田街GOLDEN LION GDNGOLDEN HARVEST COURT金豐閣|Phase1|BlockF|5|7,沙田,1986,34,GOLDEN HARVEST COURT金豐閣,5-7 CHUI TIN ST|翠田街,5-7 CHUI TIN ST,5-7 翠田街,"金豐閣,金獅花園,翠田街","GOLDEN HARVEST COURT,GOLDEN LION GDN,CHUI TIN ST","GOLDEN HARVEST COURT,GOLDEN LION GDN,CHUI TIN ST|金豐閣,金獅花園,翠田街",CHUI TIN STGOLDEN LION GDNGOLDEN HARVEST COURT金豐閣|Phase1|BlockF|5|7consid4.485,5,低層,西北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
108248,20021400080024,ASP,2020-02-05,RES,CP,2018/09,40.73,0,1623,0,25096,blank,BAL:53 SF (NI) / UP:16 SF (NI) / ,5674970,20021400080024,A,8.0,8,blank,blank,blank,MOUNT REGALIA,富豪·山峯,LAI PING RD,麗坪路,23,blank,NST,STTL578,MOUNT REGALIA||Phase |Block 8,麗坪路MOUNT REGALIA|Phase|Block8,麗坪路MOUNT REGALIA|Phase|Block8|8|A,沙田,2018,2,blankblank,23 LAI PING RD|麗坪路,23 LAI PING RD,23 麗坪路,"富豪·山峯8座,麗坪路","MOUNT REGALIA(BLOCK 8),LAI PING RD","MOUNT REGALIA(Block 8),LAI PING RD|富豪·山峯8座,麗坪路",LAI PING RDMOUNT REGALIAblankblank|Phaseblank|Block8|8|Aconsid40.73,8,低層,南,沒資料,基本,單位實用四正 交通方便 配套完善
108249,20021400100149,ASP,2020-02-07,RES,blank,1983/09,5.98,565,467,10584,12805,blank,blank,5674308,20021400100149,3,27.0,C,blank,BING SAM HSE,冰心閣,KING TIN COURT,景田苑,CHUI TIN ST,翠田街,12,blank,NST,STTL230,KING TIN COURT|BING SAM HSE冰心閣|Phase |Block C,翠田街KING TIN COURTBING SAM HSE冰心閣|Phase|BlockC,翠田街KING TIN COURTBING SAM HSE冰心閣|Phase|BlockC|27|3,沙田,1983,37,BING SAM HSE冰心閣,12 CHUI TIN ST|翠田街,12 CHUI TIN ST,12 翠田街,"冰心閣,景田苑,翠田街","BING SAM HSE,KING TIN COURT,CHUI TIN ST","BING SAM HSE,KING TIN COURT,CHUI TIN ST|冰心閣,景田苑,翠田街",CHUI TIN STKING TIN COURTBING SAM HSE冰心閣|Phaseblank|BlockC|27|3consid5.98,27,高層,東北,四正,良好,業主減價 上車筍盤 歡迎約睇
108250,20021400490043,ASP,2020-02-06,RES,CP,1989/10,14.4,1355,1134,10627,12698,blank,BW:65 SF (GI/NE) / ,5674434,20021400490043,1,17.0,C,blank,blank,blank,GARDEN VISTA,翠湖花園,ON KING ST,安景街,11,13,NST,STTL348,GARDEN VISTA||Phase |Block C,安景街GARDEN VISTA|Phase|BlockC,安景街GARDEN VISTA|Phase|BlockC|17|1,沙田,1989,31,blankblank,11-13 ON KING ST|安景街,11-13 ON KING ST,11-13 安景街,"翠湖花園C座,安景街","GARDEN VISTA(BLOCK C),ON KING ST","GARDEN VISTA(Block C),ON KING ST|翠湖花園C座,安景街",ON KING STGARDEN VISTAblankblank|Phaseblank|BlockC|17|1consid14.4,17,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
108251,20021400830067,ASP,2020-02-07,RES,CP,1985/04,7.1,687,550,10335,12909,blank,BW:41 SF (GI/NE) / ,5674501,20021400830067,3,3.0,B,blank,blank,blank,SCENERY GDN,豐景花園,SUI WO RD,穗禾路,21,29,NST,STTL23,SCENERY GDN||Phase |Block B,穗禾路SCENERY GDN|Phase|BlockB,穗禾路SCENERY GDN|Phase|BlockB|3|3,沙田,1985,35,blankblank,21-29 SUI WO RD|穗禾路,21-29 SUI WO RD,21-29 穗禾路,"豐景花園B座,穗禾路","SCENERY GDN(BLOCK B),SUI WO RD","SCENERY GDN(Block B),SUI WO RD|豐景花園B座,穗禾路",SUI WO RDSCENERY GDNblankblank|Phaseblank|BlockB|3|3consid7.1,3,中層,東北,四正,有,業主減價 上車筍盤 歡迎約睇
108252,20021401220041,ASP,2020-01-31,RES,blank,1987/10,4.3,446,283,9641,15194,blank,BW:28 SF (GI/NE) / ,5674613,20021401220041,2,10.0,E,2,GOLDEN FORTUNE COURT,金福閣,GOLDEN LION GDN,金獅花園,KAK TIN ST,隔田街,1,3,NST,STTL243,GOLDEN LION GDN|GOLDEN FORTUNE COURT金福閣|Phase 2|Block E,隔田街GOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE,隔田街GOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE|10|2,沙田,1987,33,GOLDEN FORTUNE COURT金福閣,1-3 KAK TIN ST|隔田街,1-3 KAK TIN ST,1-3 隔田街,"金福閣,金獅花園,隔田街","GOLDEN FORTUNE COURT,GOLDEN LION GDN,KAK TIN ST","GOLDEN FORTUNE COURT,GOLDEN LION GDN,KAK TIN ST|金福閣,金獅花園,隔田街",KAK TIN STGOLDEN LION GDNGOLDEN FORTUNE COURT金福閣|Phase2|BlockE|10|2consid4.3,10,低層,東北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108253,20021401220068,ASP,2020-01-29,RES,blank,1985/04,4.0,539,381,7421,10499,blank,blank,5674615,20021401220068,16,10.0,A,blank,WING SHING HSE,榮盛閣,FUNG SHING COURT,豐盛苑,FUNG SHEK ST,豐石街,2,blank,NST,STTL249,FUNG SHING COURT|WING SHING HSE榮盛閣|Phase |Block A,豐石街FUNG SHING COURTWING SHING HSE榮盛閣|Phase|BlockA,豐石街FUNG SHING COURTWING SHING HSE榮盛閣|Phase|BlockA|10|16,沙田,1985,35,WING SHING HSE榮盛閣,2 FUNG SHEK ST|豐石街,2 FUNG SHEK ST,2 豐石街,"榮盛閣,豐盛苑,豐石街","WING SHING HSE,FUNG SHING COURT,FUNG SHEK ST","WING SHING HSE,FUNG SHING COURT,FUNG SHEK ST|榮盛閣,豐盛苑,豐石街",FUNG SHEK STFUNG SHING COURTWING SHING HSE榮盛閣|Phaseblank|BlockA|10|16consid4.0,10,高層,東北,四正,有,業主減價 上車筍盤 歡迎約睇
108254,20021401430138,ASP,2020-02-07,RES,blank,2017/03,4.91,0,447,0,10984,blank,blank,5674687,20021401430138,1,17.0,blank,blank,MEI PAK COURT,美柏苑,blank,blank,PIK TIN ST,碧田街,2,blank,NST,STTL582,|MEI PAK COURT美柏苑|Phase |Block ,碧田街MEI PAK COURT美柏苑|Phase|Block,碧田街MEI PAK COURT美柏苑|Phase|Block|17|1,沙田,2017,3,MEI PAK COURT美柏苑,2 PIK TIN ST|碧田街,2 PIK TIN ST,2 碧田街,"美柏苑,碧田街","MEI PAK COURT,PIK TIN ST","MEI PAK COURT,PIK TIN ST|美柏苑,碧田街",PIK TIN STblankMEI PAK COURT美柏苑|Phaseblank|Blockblank|17|1consid4.91,17,低層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
108256,20021401430345,ASP,2020-02-05,RES,blank,2015/06,8.4,0,665,0,12632,blank,BAL:25 SF (NI) / UP:17 SF (NI) / ,5674698,20021401430345,G,16.0,1,blank,COURT A,日瓏閣,DRAGONS RANGE,玖瓏山,LAI PING RD,麗坪路,33,blank,NST,STTL525,DRAGONS RANGE|COURT A日瓏閣|Phase |Block 1,麗坪路DRAGONS RANGECOURT A日瓏閣|Phase|Block1,麗坪路DRAGONS RANGECOURT A日瓏閣|Phase|Block1|16|G,沙田,2015,5,COURT A日瓏閣,33 LAI PING RD|麗坪路,33 LAI PING RD,33 麗坪路,"日瓏閣,玖瓏山,麗坪路","COURT A,DRAGONS RANGE,LAI PING RD","COURT A,DRAGONS RANGE,LAI PING RD|日瓏閣,玖瓏山,麗坪路",LAI PING RDDRAGONS RANGECOURT A日瓏閣|Phaseblank|Block1|16|Gconsid8.4,16,中層,北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108257,20021401480540,ASP,2020-02-03,RES,blank,1984/09,4.468,368,246,12141,18163,blank,BW:35 SF (GI/NE) / ,5674765,20021401480540,8,7.0,A,blank,blank,blank,GARDEN RIVERA,河畔花園,TAI CHUNG KIU RD,大涌橋路,20,30,NST,STTL202,GARDEN RIVERA||Phase |Block A,大涌橋路GARDEN RIVERA|Phase|BlockA,大涌橋路GARDEN RIVERA|Phase|BlockA|7|8,沙田,1984,36,blankblank,20-30 TAI CHUNG KIU RD|大涌橋路,20-30 TAI CHUNG KIU RD,20-30 大涌橋路,"河畔花園A座,大涌橋路","GARDEN RIVERA(BLOCK A),TAI CHUNG KIU RD","GARDEN RIVERA(Block A),TAI CHUNG KIU RD|河畔花園A座,大涌橋路",TAI CHUNG KIU RDGARDEN RIVERAblankblank|Phaseblank|BlockA|7|8consid4.468,7,中層,西南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108260,20021401870220,ASP,2020-02-10,RES,blank,1986/05,2.6,0,381,0,6824,blank,blank,5674868,20021401870220,24,24.0,2,blank,HIN TAK HSE,顯德樓,HIN KENG EST,顯徑村,CHE KUNG MIU RD,車公廟路,69,blank,NST,STTL503,HIN KENG EST|HIN TAK HSE顯德樓|Phase |Block 2,車公廟路HIN KENG ESTHIN TAK HSE顯德樓|Phase|Block2,車公廟路HIN KENG ESTHIN TAK HSE顯德樓|Phase|Block2|24|24,沙田,1986,34,HIN TAK HSE顯德樓,69 CHE KUNG MIU RD|車公廟路,69 CHE KUNG MIU RD,69 車公廟路,"顯德樓,顯徑村,車公廟路","HIN TAK HSE,HIN KENG EST,CHE KUNG MIU RD","HIN TAK HSE,HIN KENG EST,CHE KUNG MIU RD|顯德樓,顯徑村,車公廟路",CHE KUNG MIU RDHIN KENG ESTHIN TAK HSE顯德樓|Phaseblank|Block2|24|24consid2.6,24,中層,西南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108263,20021700480308,ASP,2020-02-03,RES,blank,1980/08,5.8279999999999985,626,550,9310,10596,blank,blank,5675213,20021700480308,2,21.0,C,1,FUNG LIN HSE,豐年閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,9,blank,NST,STTL43RP,SUI WO COURT|FUNG LIN HSE豐年閣|Phase 1|Block C,穗禾路SUI WO COURTFUNG LIN HSE豐年閣|Phase1|BlockC,穗禾路SUI WO COURTFUNG LIN HSE豐年閣|Phase1|BlockC|21|2,沙田,1980,40,FUNG LIN HSE豐年閣,9 SUI WO RD|穗禾路,9 SUI WO RD,9 穗禾路,"豐年閣,穗禾苑,穗禾路","FUNG LIN HSE,SUI WO COURT,SUI WO RD","FUNG LIN HSE,SUI WO COURT,SUI WO RD|豐年閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTFUNG LIN HSE豐年閣|Phase1|BlockC|21|2consid5.8279999999999985,21,低層,東南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108265,20021700920014,ASP,2020-01-31,RES,CP,1980/09,12.5,1025,928,12195,13470,blank,blank,5675283,20021700920014,A,12.0,3A,blank,LAUREL COURT,月桂閣,WORLD-WIDE GDNS,世界花園,LUNG PAK ST,龍柏街,11,blank,NST,DD182LOT856RP&EXT,WORLD-WIDE GDNS|LAUREL COURT月桂閣|Phase |Block 3A,龍柏街WORLD-WIDE GDNSLAUREL COURT月桂閣|Phase|Block3A,龍柏街WORLD-WIDE GDNSLAUREL COURT月桂閣|Phase|Block3A|12|A,沙田,1980,40,LAUREL COURT月桂閣,11 LUNG PAK ST|龍柏街,11 LUNG PAK ST,11 龍柏街,"月桂閣,世界花園,龍柏街","LAUREL COURT,WORLD-WIDE GDNS,LUNG PAK ST","LAUREL COURT,WORLD-WIDE GDNS,LUNG PAK ST|月桂閣,世界花園,龍柏街",LUNG PAK STWORLD-WIDE GDNSLAUREL COURT月桂閣|Phaseblank|Block3A|12|Aconsid12.5,12,高層,北,四正,良好,業主減價 上車筍盤 歡迎約睇
108266,20021701000010,ASP,2020-02-11,RES,blank,1983/07,7.1,846,620,8392,11452,blank,BW:49 SF (GI/NE) / ,5675301,20021701000010,C,12.0,2,blank,blank,blank,GREENFIELD COURT,田園閣,SHA TIN WAI RD,沙田圍路,9,11,NST,STTL133,GREENFIELD COURT||Phase |Block 2,沙田圍路GREENFIELD COURT|Phase|Block2,沙田圍路GREENFIELD COURT|Phase|Block2|12|C,沙田,1983,37,blankblank,9-11 SHA TIN WAI RD|沙田圍路,9-11 SHA TIN WAI RD,9-11 沙田圍路,"田園閣2座,沙田圍路","GREENFIELD COURT(BLOCK 2),SHA TIN WAI RD","GREENFIELD COURT(Block 2),SHA TIN WAI RD|田園閣2座,沙田圍路",SHA TIN WAI RDGREENFIELD COURTblankblank|Phaseblank|Block2|12|Cconsid7.1,12,中層,西北,沒資料,良好,單位實用四正 交通方便 配套完善
108267,20021701020058,ASP,2020-01-23,RES,CP,1994/03,9.3,1274,1021,7300,9109,blank,BW:26 SF (GI/NE) / RF:816 SF / ,5675307,20021701020058,A,6.0,2,blank,blank,blank,LAKEVIEW GDN,湖景花園,YAU ON ST,悠安街,21,blank,NST,STTL378,LAKEVIEW GDN||Phase |Block 2,悠安街LAKEVIEW GDN|Phase|Block2,悠安街LAKEVIEW GDN|Phase|Block2|6|A,沙田,1994,26,blankblank,21 YAU ON ST|悠安街,21 YAU ON ST,21 悠安街,"湖景花園2座,悠安街","LAKEVIEW GDN(BLOCK 2),YAU ON ST","LAKEVIEW GDN(Block 2),YAU ON ST|湖景花園2座,悠安街",YAU ON STLAKEVIEW GDNblankblank|Phaseblank|Block2|6|Aconsid9.3,6,低層,西,呂字型,基本,單位實用四正 交通方便 配套完善
108269,20021800690085,ASP,2020-01-30,RES,blank,1982/04,5.2,395,325,13165,16000,blank,blank,5675760,20021800690085,G,2.0,16,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK LEE ST,百利街,4,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 16,百利街CITY ONE SHATIN|Phase|Block16,百利街CITY ONE SHATIN|Phase|Block16|2|G,沙田,1982,38,blankblank,4 PAK LEE ST|百利街,4 PAK LEE ST,4 百利街,"沙田第一城16座,百利街","CITY ONE SHATIN(BLOCK 16),PAK LEE ST","CITY ONE SHATIN(Block 16),PAK LEE ST|沙田第一城16座,百利街",PAK LEE STCITY ONE SHATINblankblank|Phaseblank|Block16|2|Gconsid5.2,2,高層,西,呂字型,有,單位實用四正 交通方便 配套完善
