,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
15498,19091102290061,ASP,2019-08-22,RES,blank,2017/10,9.6225,0,704,0,13668,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5610752,19091102290061,N,5.0,2,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 2,康村路PARK MEDITERRANEAN|Phase|Block2,康村路PARK MEDITERRANEAN|Phase|Block2|5|N,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯2座,康村路","PARK MEDITERRANEAN(BLOCK 2),HONG TSUEN RD","PARK MEDITERRANEAN(Block 2),HONG TSUEN RD|逸瓏海匯2座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block2|5|Nconsid9.6225,5
15499,19091102390157,ASP,2019-08-21,RES,blank,2017/10,6.324,0,396,0,15970,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:309 SF / ,5610819,19091102390157,N,8.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|8|N,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|8|Nconsid6.324,8
15500,19091202060064,ASP,2019-08-28,RES,blank,2017/10,8.4222,0,571,0,14750,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5611258,19091202060064,M,7.0,2,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 2,康村路PARK MEDITERRANEAN|Phase|Block2,康村路PARK MEDITERRANEAN|Phase|Block2|7|M,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯2座,康村路","PARK MEDITERRANEAN(BLOCK 2),HONG TSUEN RD","PARK MEDITERRANEAN(Block 2),HONG TSUEN RD|逸瓏海匯2座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block2|7|Mconsid8.4222,7
15503,19100400780065,ASP,2019-09-23,RES,blank,2016/09,45.90600000000001,0,2201,0,20857,blank,BAL:62 SF (NI) / RM:33 SF (NE) / GDN:564 SF / ,5620551,19100400780065,G16,,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|LG|G16,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|LG|G16consid45.90600000000001,LG
15504,19101401790044,ASP,2019-09-26,RES,blank,2016/09,37.805,0,1710,0,22108,blank,GDN:264 SF / ,5625464,19101401790044,D,,15,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 15,清水灣道MOUNT PAVILIA|Phase|Block15,清水灣道MOUNT PAVILIA|Phase|Block15|G|D,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧15座,清水灣道","MOUNT PAVILIA(BLOCK 15),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 15),CLEAR WATER BAY RD|傲瀧15座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block15|G|Dconsid37.805,G
15505,19101402100340,ASP,2019-09-17,RES,blank,2016/09,15.0,0,903,0,16611,blank,BAL:33 SF (NI) / UP:16 SF (NI) / ,5625529,19101402100340,C,3.0,20,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 20,清水灣道MOUNT PAVILIA|Phase|Block20,清水灣道MOUNT PAVILIA|Phase|Block20|3|C,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧20座,清水灣道","MOUNT PAVILIA(BLOCK 20),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 20),CLEAR WATER BAY RD|傲瀧20座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block20|3|Cconsid15.0,3
15506,19101602000202,ASP,2019-09-27,RES,blank,2016/09,46.217,0,2201,0,20998,blank,BAL:62 SF (NI) / RM:33 SF (NE) / GDN:564 SF / ,5627015,19101602000202,G15,,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|LG|G15,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|LG|G15consid46.217,LG
15507,19101602450136,ASP,2019-09-18,RES,CP,1988/05,12.25,1371,1147,8935,10680,blank,BW:27 SF (GI) / RF:1169 SF / ,5627405,19101602450136,6B,2.0,blank,blank,GREEN PARK,碧翠苑,blank,blank,RAZOR HILL RD,碧翠路,29,blank,NSK,DD253LOT1175,|GREEN PARK碧翠苑|Phase |Block ,碧翠路GREEN PARK碧翠苑|Phase|Block,碧翠路GREEN PARK碧翠苑|Phase|Block|2|6B,西貢,1988,32,GREEN PARK碧翠苑,29 RAZOR HILL RD|碧翠路,29 RAZOR HILL RD,29 碧翠路,"碧翠苑,碧翠路","GREEN PARK,RAZOR HILL RD","GREEN PARK,RAZOR HILL RD|碧翠苑,碧翠路",RAZOR HILL RDblankGREEN PARK碧翠苑|Phaseblank|Blockblank|2|6Bconsid12.25,2
15509,19101802110170,ASP,2019-09-27,RES,blank,2016/09,57.20399999999999,0,2619,0,21842,blank,BAL:28 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:350 SF / RF:639 SF / ,5628806,19101802110170,P12,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P12,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P12consid57.20399999999999,1
15510,19102101870074,ASP,2019-09-26,RES,blank,2016/09,52.24,0,1819,0,28719,blank,GDN:1351 SF / ,5629501,19102101870074,A,,5,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 5,清水灣道MOUNT PAVILIA|Phase|Block5,清水灣道MOUNT PAVILIA|Phase|Block5|G|A,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧5座,清水灣道","MOUNT PAVILIA(BLOCK 5),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 5),CLEAR WATER BAY RD|傲瀧5座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block5|G|Aconsid52.24,G
15511,19102102060148,ASP,2019-10-09,RES,blank,2016/09,10.541,0,423,0,24920,blank,blank,5629538,19102102060148,D,,1,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 1,清水灣道MOUNT PAVILIA|Phase|Block1,清水灣道MOUNT PAVILIA|Phase|Block1|G|D,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧1座,清水灣道","MOUNT PAVILIA(BLOCK 1),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 1),CLEAR WATER BAY RD|傲瀧1座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block1|G|Dconsid10.541,G
15512,19102102240050,ASP,2019-10-04,RES,blank,2016/09,49.94,0,2324,0,21489,blank,BAL:62 SF (NI) / RM:30 SF (NE) / GDN:493 SF / ,5629594,19102102240050,G2,,F,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block F,清水灣道MOUNT PAVILIA|Phase|BlockF,清水灣道MOUNT PAVILIA|Phase|BlockF|LG|G2,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧F座,清水灣道","MOUNT PAVILIA(BLOCK F),CLEAR WATER BAY RD","MOUNT PAVILIA(Block F),CLEAR WATER BAY RD|傲瀧F座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockF|LG|G2consid49.94,LG
15513,19102201810144,ASP,2019-09-26,RES,blank,2016/09,66.105,0,2598,0,25445,blank,BAL:24 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:351 SF / RF:633 SF / ,5630359,19102201810144,P3,1.0,E,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block E,清水灣道MOUNT PAVILIA|Phase|BlockE,清水灣道MOUNT PAVILIA|Phase|BlockE|1|P3,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧E座,清水灣道","MOUNT PAVILIA(BLOCK E),CLEAR WATER BAY RD","MOUNT PAVILIA(Block E),CLEAR WATER BAY RD|傲瀧E座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockE|1|P3consid66.105,1
15514,19102201810154,ASP,2019-09-27,RES,blank,2016/09,66.105,0,2598,0,25445,blank,BAL:24 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:351 SF / RF:636 SF / ,5630360,19102201810154,P5,1.0,E,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block E,清水灣道MOUNT PAVILIA|Phase|BlockE,清水灣道MOUNT PAVILIA|Phase|BlockE|1|P5,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧E座,清水灣道","MOUNT PAVILIA(BLOCK E),CLEAR WATER BAY RD","MOUNT PAVILIA(Block E),CLEAR WATER BAY RD|傲瀧E座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockE|1|P5consid66.105,1
15515,19102300160602,ASP,2019-09-26,RES,blank,2016/09,32.72,0,1333,0,24546,blank,GDN:329 SF / ,5630409,19102300160602,C,,7,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 7,清水灣道MOUNT PAVILIA|Phase|Block7,清水灣道MOUNT PAVILIA|Phase|Block7|G|C,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧7座,清水灣道","MOUNT PAVILIA(BLOCK 7),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 7),CLEAR WATER BAY RD|傲瀧7座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block7|G|Cconsid32.72,G
15516,19102300230141,ASP,2019-10-08,RES,blank,2016/09,49.21,0,2357,0,20878,blank,BAL:62 SF (NI) / RM:31 SF (NE) / GDN:498 SF / ,5630436,19102300230141,G1,,F,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block F,清水灣道MOUNT PAVILIA|Phase|BlockF,清水灣道MOUNT PAVILIA|Phase|BlockF|LG|G1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧F座,清水灣道","MOUNT PAVILIA(BLOCK F),CLEAR WATER BAY RD","MOUNT PAVILIA(Block F),CLEAR WATER BAY RD|傲瀧F座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockF|LG|G1consid49.21,LG
15517,19102301450121,ASP,2019-09-27,RES,blank,2016/09,38.645,0,1735,0,22274,blank,GDN:568 SF / ,5630671,19102301450121,B,,2,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 2,清水灣道MOUNT PAVILIA|Phase|Block2,清水灣道MOUNT PAVILIA|Phase|Block2|G|B,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧2座,清水灣道","MOUNT PAVILIA(BLOCK 2),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 2),CLEAR WATER BAY RD|傲瀧2座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block2|G|Bconsid38.645,G
15518,19102301910671,ASP,2019-10-10,RES,blank,1987/01,3.95,398,299,9925,13211,blank,blank,5630812,19102301910671,G,5.0,E,blank,blank,blank,SAI KUNG TOWN CTR,西貢苑,FUK MAN RD,福民路,22,40,NSK,DD215LOT986,SAI KUNG TOWN CTR||Phase |Block E,福民路SAI KUNG TOWN CTR|Phase|BlockE,福民路SAI KUNG TOWN CTR|Phase|BlockE|5|G,西貢,1987,33,blankblank,22-40 FUK MAN RD|福民路,22-40 FUK MAN RD,22-40 福民路,"西貢苑E座,福民路","SAI KUNG TOWN CTR(BLOCK E),FUK MAN RD","SAI KUNG TOWN CTR(Block E),FUK MAN RD|西貢苑E座,福民路",FUK MAN RDSAI KUNG TOWN CTRblankblank|Phaseblank|BlockE|5|Gconsid3.95,5
15519,19102500540521,ASP,2019-10-09,RES,blank,2016/09,57.20399999999999,0,2619,0,21842,blank,BAL:28 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:350 SF / RF:639 SF / ,5631737,19102500540521,P16,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P16,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P16consid57.20399999999999,1
15520,19102500840013,ASP,2019-09-30,RES,blank,2016/09,57.20399999999999,0,2619,0,21842,blank,BAL:28 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:350 SF / RF:642 SF / ,5631792,19102500840013,P15,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P15,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P15consid57.20399999999999,1
15522,19102501870017,ASP,2019-10-08,RES,blank,2016/09,60.019,0,2253,0,26640,blank,BAL:65 SF (NI) / UP:38 SF (NI) / RM:44 SF (NE) / FR:423 SF / RF:916 SF / ,5632020,19102501870017,P1,1.0,C,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block C,清水灣道MOUNT PAVILIA|Phase|BlockC,清水灣道MOUNT PAVILIA|Phase|BlockC|1|P1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧C座,清水灣道","MOUNT PAVILIA(BLOCK C),CLEAR WATER BAY RD","MOUNT PAVILIA(Block C),CLEAR WATER BAY RD|傲瀧C座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockC|1|P1consid60.019,1
15523,19102502330050,ASP,2019-10-08,RES,blank,2016/09,44.994,0,1760,0,25565,blank,FR:44 SF / GDN:880 SF / ,5632144,19102502330050,A,,1,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 1,清水灣道MOUNT PAVILIA|Phase|Block1,清水灣道MOUNT PAVILIA|Phase|Block1|G|A,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧1座,清水灣道","MOUNT PAVILIA(BLOCK 1),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 1),CLEAR WATER BAY RD|傲瀧1座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block1|G|Aconsid44.994,G
15524,19102801970014,ASP,2019-10-08,RES,blank,2016/09,47.93899999999999,0,1730,0,27710,blank,GDN:1084 SF / ,5632719,19102801970014,B,,12,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 12,清水灣道MOUNT PAVILIA|Phase|Block12,清水灣道MOUNT PAVILIA|Phase|Block12|G|B,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧12座,清水灣道","MOUNT PAVILIA(BLOCK 12),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 12),CLEAR WATER BAY RD|傲瀧12座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block12|G|Bconsid47.93899999999999,G
15525,19102901840027,ASP,2019-10-14,RES,blank,2016/09,44.723,0,1732,0,25822,blank,GDN:1085 SF / ,5633186,19102901840027,A,,6,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 6,清水灣道MOUNT PAVILIA|Phase|Block6,清水灣道MOUNT PAVILIA|Phase|Block6|G|A,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧6座,清水灣道","MOUNT PAVILIA(BLOCK 6),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 6),CLEAR WATER BAY RD|傲瀧6座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block6|G|Aconsid44.723,G
15526,19102902210038,ASP,2019-10-09,RES,blank,2016/09,44.832,0,1729,0,25929,blank,GDN:1085 SF / ,5633265,19102902210038,B,,7,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 7,清水灣道MOUNT PAVILIA|Phase|Block7,清水灣道MOUNT PAVILIA|Phase|Block7|G|B,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧7座,清水灣道","MOUNT PAVILIA(BLOCK 7),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 7),CLEAR WATER BAY RD|傲瀧7座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block7|G|Bconsid44.832,G
15528,19103001500030,ASP,2019-10-14,RES,blank,2016/09,46.23,0,1691,0,27339,blank,GDN:843 SF / ,5633622,19103001500030,C,,5,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 5,清水灣道MOUNT PAVILIA|Phase|Block5,清水灣道MOUNT PAVILIA|Phase|Block5|G|C,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧5座,清水灣道","MOUNT PAVILIA(BLOCK 5),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 5),CLEAR WATER BAY RD|傲瀧5座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block5|G|Cconsid46.23,G
15529,19103100960152,ASP,2019-10-09,RES,blank,2017/10,6.1611,0,391,0,15757,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:270 SF / ,5634071,19103100960152,M,8.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|8|M,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|8|Mconsid6.1611,8
15530,19103102120021,ASP,2019-10-14,RES,blank,2016/09,55.148,0,2614,0,21097,blank,BAL:24 SF (NI) / UP:19 SF (NI) / RM:37 SF (NE) / FR:349 SF / RF:625 SF / ,5634293,19103102120021,P17,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P17,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P17consid55.148,1
15531,19103102120195,ASP,2019-10-09,RES,blank,2016/09,63.497,0,2637,0,24079,blank,BAL:24 SF (NI) / UP:18 SF (NI) / RM:37 SF (NE) / FR:354 SF / RF:629 SF / ,5634308,19103102120195,P1,1.0,F,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block F,清水灣道MOUNT PAVILIA|Phase|BlockF,清水灣道MOUNT PAVILIA|Phase|BlockF|1|P1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧F座,清水灣道","MOUNT PAVILIA(BLOCK F),CLEAR WATER BAY RD","MOUNT PAVILIA(Block F),CLEAR WATER BAY RD|傲瀧F座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockF|1|P1consid63.497,1
15532,19103102120200,ASP,2019-10-10,RES,blank,2016/09,52.026,0,2324,0,22386,blank,BAL:62 SF (NI) / RM:30 SF (NE) / GDN:493 SF / ,5634309,19103102120200,G3,,F,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block F,清水灣道MOUNT PAVILIA|Phase|BlockF,清水灣道MOUNT PAVILIA|Phase|BlockF|LG|G3,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧F座,清水灣道","MOUNT PAVILIA(BLOCK F),CLEAR WATER BAY RD","MOUNT PAVILIA(Block F),CLEAR WATER BAY RD|傲瀧F座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockF|LG|G3consid52.026,LG
15533,19103102120216,ASP,2019-10-14,RES,blank,2016/09,40.439,0,1609,0,25133,blank,GDN:777 SF / ,5634310,19103102120216,B,,16,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 16,清水灣道MOUNT PAVILIA|Phase|Block16,清水灣道MOUNT PAVILIA|Phase|Block16|G|B,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧16座,清水灣道","MOUNT PAVILIA(BLOCK 16),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 16),CLEAR WATER BAY RD|傲瀧16座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block16|G|Bconsid40.439,G
